"Species","PrvCategory","PstCategory","ReasonForChange","RedListVersion","synonym"
"Sagittarius serpentarius","VU","EN","G","2020","Sagittarius serpentarius"
"Setophaga flavescens","NT","EN","G","2020","Setophaga flavescens"
"Sterna aurantia","NT","VU","G","2020","Sterna aurantia"
"Terathopius ecaudatus","NT","EN","G","2020","Terathopius ecaudatus"
"Terpsiphone corvina","CR","VU","G","2020","Terpsiphone corvina"
"Trichoglossus forsteni","VU","EN","G","2020","Trichoglossus forsteni"
"Zenaida galapagoensis","LC","NT","G","2020","Zenaida galapagoensis"
"Anolis muralla","VU","CR","G","2020","Anolis muralla"
"Cuora amboinensis","VU","EN","G","2020","Cuora amboinensis"
"Cyclura carinata","CR","EN","G","2020","Cyclura carinata"
"Lygophis elegantissimus","LC","VU","G","2020","Lygophis elegantissimus"
"Melanochelys tricarinata","VU","EN","G","2020","Melanochelys tricarinata"
"Orlitia borneensis","EN","CR","G","2020","Orlitia borneensis"
"Agalychnis annae","EN","VU","G","2020","Agalychnis annae"
"Allobates mcdiarmidi","NT","CR(PE)","G","2020","Allobates mcdiarmidi"
"Ameerega boehmei","LC","EN","G","2020","Ameerega boehmei"
"Ameerega boliviana","LC","NT","G","2020","Ameerega boliviana"
"Atelopus chiriquiensis","CR(PE)","EX","G","2020","Atelopus chiriquiensis"
"Atelopus senex","CR","EX","G","2020","Atelopus senex"
"Atelopus tricolor","VU","CR","G","2020","Atelopus tricolor"
"Atlantihyla panchoi","EN","CR","G","2020","Atlantihyla panchoi"
"Batrachuperus yenyuanensis","VU","EN","G","2020","Batrachuperus yenyuanensis"
"Bolitoglossa insularis","VU","CR","G","2020","Bolitoglossa insularis"
"Bolitoglossa pesrubra","VU","LC","G","2020","Bolitoglossa pesrubra"
"Bolitoglossa robusta","LC","VU","G","2020","Bolitoglossa robusta"
"Cophixalus sphagnicola","LC","EN","G","2020","Cophixalus sphagnicola"
"Craugastor aphanus","VU","EN","G","2020","Craugastor aphanus"
"Craugastor greggi","CR","EN","G","2020","Craugastor greggi"
"Craugastor inachus","EN","CR","G","2020","Craugastor inachus"
"Craugastor matudai","VU","EN","G","2020","Craugastor matudai"
"Craugastor punctariolus","EN","CR(PE)","G","2020","Craugastor punctariolus"
"Craugastor taurus","CR","EN","G","2020","Craugastor taurus"
"Duellmanohyla uranochroa","EN","VU","G","2020","Duellmanohyla uranochroa"
"Duttaphrynus noellerti","EN","CR","G","2020","Duttaphrynus noellerti"
"Hyloscirtus armatus","LC","NT","G","2020","Hyloscirtus armatus"
"Hyloscirtus colymba","NT","EN","G","2020","Hyloscirtus colymba"
"Incilius chompipe","VU","EN","G","2020","Incilius chompipe"
"Isthmohyla rivularis","CR","EN","G","2020","Isthmohyla rivularis"
"Lithobates miadis","VU","CR","G","2020","Lithobates miadis"
"Nanorana unculuanus","EN","VU","G","2020","Nanorana unculuanus"
"Nototriton picadoi","NT","LC","G","2020","Nototriton picadoi"
"Nototriton richardi","NT","LC","G","2020","Nototriton richardi"
"Nototriton saslaya","VU","CR","G","2020","Nototriton saslaya"
"Nymphargus bejaranoi","LC","EN","G","2020","Nymphargus bejaranoi"
"Oedipina uniformis","NT","LC","G","2020","Oedipina uniformis"
"Parvimolge townsendi","CR","VU","G","2020","Parvimolge townsendi"
"Petropedetes perreti","EN","CR","G","2020","Petropedetes perreti"
"Plectrohyla pokomchi","CR","EN","G","2020","Plectrohyla pokomchi"
"Pleurodema marmoratum","LC","VU","G","2020","Pleurodema marmoratum"
"Pseudoeurycea rex","CR","VU","G","2020","Pseudoeurycea rex"
"Quasipaa shini","VU","EN","G","2020","Quasipaa shini"
"Rana iberica","NT","VU","G","2020","Rana iberica"
"Sarcohyla celata","CR(PE)","NT","G","2020","Sarcohyla celata"
"Sarcohyla chryses","CR","EN","G","2020","Sarcohyla chryses"
"Silverstoneia nubicola","NT","VU","G","2020","Silverstoneia nubicola"
"Strabomantis bufoniformis","LC","EN","G","2020","Strabomantis bufoniformis"
"Telmatobius bolivianus","NT","CR(PE)","G","2020","Telmatobius bolivianus"
"Telmatobius simonsi","NT","CR","G","2020","Telmatobius simonsi"
"Telmatobius verrucosus","VU","CR","G","2020","Telmatobius verrucosus"
"Thorius adelos","EN","NT","G","2020","Thorius adelos"
"Triprion spinosus","LC","NT","G","2020","Triprion spinosus"
"Tylototriton shanjing","NT","VU","G","2020","Tylototriton shanjing"
"Yunganastes fraudator","LC","VU","G","2020","Yunganastes fraudator"
"Yunganastes pluvicanorus","LC","VU","G","2020","Yunganastes pluvicanorus"
"Arnoldichthys spilopterus","VU","EN","G","2020","Arnoldichthys spilopterus"
"Barbodes lindog","VU","CR(PE)","G","2020","Barbodes lindog"
"Barbodes sirang","VU","CR(PE)","G","2020","Barbodes sirang"
"Brycinus carolinae","VU","EN","G","2020","Brycinus carolinae"
"Bryconaethiops quinquesquamae","LC","EN","G","2020","Bryconaethiops quinquesquamae"
"Chilatherina axelrodi","LR/lc","EN","G","2020","Chilatherina axelrodi"
"Craterocephalus lacustris","VU","EN","G","2020","Craterocephalus lacustris"
"Glossolepis incisus","VU","EN","G","2020","Glossolepis incisus"
"Glossolepis maculosus","LR/lc","EN","G","2020","Glossolepis maculosus"
"Hephaestus adamsoni","VU","CR","G","2020","Hephaestus adamsoni"
"Melanotaenia arfakensis","VU","EN","G","2020","Melanotaenia arfakensis"
"Melanotaenia lacustris","VU","EN","G","2020","Melanotaenia lacustris"
"Melanotaenia maylandi","LR/lc","VU","G","2020","Melanotaenia maylandi"
"Melanotaenia oktediensis","VU","CR","G","2020","Melanotaenia oktediensis"
"Melanotaenia parva","VU","CR(PE)","G","2020","Melanotaenia parva"
"Micralestes eburneensis","NT","EN","G","2020","Micralestes eburneensis"
"Mogurnda spilota","VU","CR","G","2020","Mogurnda spilota"
"Mogurnda vitta","VU","CR","G","2020","Mogurnda vitta"
"Oloplotosus torobo","VU","EN","G","2020","Oloplotosus torobo"
"Pseudomugil connieae","VU","EN","G","2020","Pseudomugil connieae"
"Sundoreonectes sabanus","VU","EN","G","2020","Sundoreonectes sabanus"
"Tetraodon pustulatus","VU","EN","G","2020","Tetraodon pustulatus"
"Beringraja pulchra","VU","EN","G","2020","Beringraja pulchra"
"Dipturus laevis","EN","LC","G","2020","Dipturus laevis"
"Malacoraja senta","EN","VU","G","2020","Malacoraja senta"
"Squalus hemipinnis","NT","VU","G","2020","Squalus hemipinnis"
"Aloeides rossouwi","VU","CR","G","2020","Aloeides rossouwi"
"Capys penningtoni","VU","CR","G","2020","Capys penningtoni"
"Orachrysops niobe","EN","CR","G","2020","Orachrysops niobe"
"Thestor strutti","VU","CR","G","2020","Thestor strutti"
"Caledopteryx maculata","LC","NT","G","2020","Caledopteryx maculata"
"Caledopteryx sarasini","LC","NT","G","2020","Caledopteryx sarasini"
"Megalagrion oceanicum","VU","CR","G","2020","Megalagrion oceanicum"
"Coenagrion intermedium","VU","EN","G","2020","Coenagrion intermedium"
"Afropomus balanoidea","NT","EN","G","2020","Afropomus balanoidea"
"Amphidromus cognatus","LR/nt","EN","G","2020","Amphidromus cognatus"
"Mutela franci","VU","EN","G","2020","Mutela franci"
"Potadoma bicarinata","LC","CR","G","2020","Potadoma bicarinata"
"Potadoma freethi","LC","NT","G","2020","Potadoma freethi"
"Pseudocleopatra togoensis","LC","CR","G","2020","Pseudocleopatra togoensis"
"Sierraia expansilabrum","VU","EN","G","2020","Sierraia expansilabrum"
"Anthodiscus chocoensis","VU","EN","G","2020","Anthodiscus chocoensis"
"Argyroxiphium sandwicense","VU","EN","G","2020","Argyroxiphium sandwicense"
"Cheirodendron forbesii","VU","EN","G","2020","Cheirodendron forbesii"
"Disperis kamerunensis","EN","CR","G","2020","Disperis kamerunensis"
"Euphorbia sparsiflora","VU","CR","G","2020","Euphorbia sparsiflora"
"Mentha gattefossei","NT","VU","G","2020","Mentha gattefossei"
"Myrsine fernseei","LR/nt","EN","G","2020","Myrsine fernseei"
"Myrsine knudsenii","EN","CR","G","2020","Myrsine knudsenii"
"Pavetta tarennoides","VU","CR","G","2020","Pavetta tarennoides"
"Protea comptonii","LR/nt","VU","G","2020","Protea comptonii"
"Protea laetans","VU","EN","G","2020","Protea laetans"
"Psychotria grandiflora","EN","CR","G","2020","Psychotria grandiflora"
"Ranunculus schweinfurthii","VU","EN","G","2020","Ranunculus schweinfurthii"
"Tapirira chimalapana","VU","CR","G","2020","Tapirira chimalapana"
"Warburgia elongata","EN","CR","G","2020","Warburgia elongata"
"Cyclosorus wailele","EN","CR","G","2020","Cyclosorus wailele"
"Alouatta sara","LC","NT","G","2021","Alouatta sara"
"Chalinolobus tuberculatus","VU","CR","G","2021","Chalinolobus tuberculatus"
"Galemys pyrenaicus","VU","EN","G","2021","Mygale pyrenaica"
"Galemys pyrenaicus","VU","EN","G","2021","Galemys pyrenaicus"
"Meriones dahli","EN","CR","G","2021","Meriones dahli"
"Phoniscus papuensis","LC","VU","G","2021","Phoniscus papuensis"
"Plecturocebus olallae","EN","CR","G","2021","Plecturocebus olallae"
"Acridotheres melanopterus","CR","EN","G","2021","Acridotheres melanopterus"
"Amazona auropalliata","EN","CR","G","2021","Amazona auropalliata"
"Anthus antarcticus","NT","LC","G","2021","Anthus antarcticus"
"Anthus pratensis","NT","LC","G","2021","Alauda pratensis"
"Anthus pratensis","NT","LC","G","2021","Anthus pratensis"
"Branta sandvicensis","VU","NT","G","2021","Branta sandvicensis"
"Brotogeris pyrrhoptera","EN","VU","G","2021","Brotogeris pyrrhoptera"
"Campylorhamphus multostriatus","LC","NT","G","2021","Campylorhamphus multostriatus"
"Chelictinia riocourii","LC","VU","G","2021","Chelictinia riocourii"
"Colaptes fernandinae","VU","EN","G","2021","Colaptes fernandinae"
"Ducula brenchleyi","VU","NT","G","2021","Ducula brenchleyi"
"Eleothreptus anomalus","NT","VU","G","2021","Eleothreptus anomalus"
"Falco vespertinus","NT","VU","G","2021","Falco vespertinus"
"Grus japonensis","EN","VU","G","2021","Grus japonensis"
"Hapalopsittaca fuertesi","CR","EN","G","2021","Hapalopsittaca fuertesi"
"Larus armenicus","NT","LC","G","2021","Larus armenicus"
"Loriculus tener","NT","LC","G","2021","Loriculus tener"
"Macrocephalon maleo","EN","CR","G","2021","Macrocephalon maleo"
"Mitu tuberosum","LC","NT","G","2021","Mitu tuberosum"
"Nesospiza wilkinsi","EN","CR","G","2021","Nesospiza wilkinsi"
"Nisaetus nipalensis","LC","NT","G","2021","Nisaetus nipalensis"
"Oxyura maccoa","VU","EN","G","2021","Oxyura maccoa"
"Penelope superciliaris","LC","NT","G","2021","Penelope superciliaris"
"Pipile cujubi","LC","VU","G","2021","Pipile cujubi"
"Ploceus megarhynchus","VU","EN","G","2021","Ploceus megarhynchus"
"Ramphastos sulfuratus","LC","NT","G","2021","Ramphastos sulfuratus"
"Rollulus rouloul","NT","VU","G","2021","Rollulus rouloul"
"Sypheotides indicus","EN","CR","G","2021","Sypheotides indicus"
"Ailuronyx trachygaster","VU","CR","G","2021","Ailuronyx trachygaster"
"Centrochelys sulcata","VU","EN","G","2021","Centrochelys sulcata"
"Chilabothrus monensis","EN","NT","G","2021","Chilabothrus monensis"
"Cnemaspis yercaudensis","LC","EN","G","2021","Cnemaspis yercaudensis"
"Hardella thurjii","VU","EN","G","2021","Hardella thurjii"
"Hemidactylus sataraensis","VU","CR","G","2021","Hemidactylus sataraensis"
"Heosemys grandis","VU","CR","G","2021","Heosemys grandis"
"Indotestudo forstenii","EN","CR","G","2021","Indotestudo forstenii"
"Kinixys homeana","VU","CR","G","2021","Kinixys homeana"
"Lipinia infralineolata","LC","VU","G","2021","Lipinia infralineolata"
"Lyriocephalus scutatus","NT","VU","G","2021","Lyriocephalus scutatus"
"Manouria impressa","VU","EN","G","2021","Manouria impressa"
"Mauremys mutica","EN","CR","G","2021","Mauremys mutica"
"Mauremys sinensis","EN","CR","G","2021","Mauremys sinensis"
"Morenia ocellata","VU","EN","G","2021","Morenia ocellata"
"Morenia petersi","VU","EN","G","2021","Morenia petersi"
"Nilssonia gangetica","VU","EN","G","2021","Nilssonia gangetica"
"Nilssonia hurum","VU","EN","G","2021","Nilssonia hurum"
"Nilssonia leithii","VU","CR","G","2021","Nilssonia leithii"
"Palea steindachneri","EN","CR","G","2021","Palea steindachneri"
"Pamelaescincus gardineri","LC","NT","G","2021","Pamelaescincus gardineri"
"Pangshura sylhetensis","EN","CR","G","2021","Pangshura sylhetensis"
"Paniegekko madjo","NT","EN","G","2021","Paniegekko madjo"
"Platysternon megacephalum","EN","CR","G","2021","Platysternon megacephalum"
"Sacalia quadriocellata","EN","CR","G","2021","Sacalia quadriocellata"
"Siebenrockiella crassicollis","VU","EN","G","2021","Siebenrockiella crassicollis"
"Sphenomorphus tropidonotus","LC","EN","G","2021","Sphenomorphus tropidonotus"
"Tropidophorus laotus","LC","EN","G","2021","Tropidophorus laotus"
"Varanus flavescens","LR/lc","EN","G","2021","Varanus flavescens"
"Varanus komodoensis","VU","EN","G","2021","Varanus komodoensis"
"Allobates algorei","LC","NT","G","2021","Allobates algorei"
"Allobates chalcopis","VU","CR","G","2021","Allobates chalcopis"
"Alytes maurus","NT","EN","G","2021","Alytes maurus"
"Cynops pyrrhogaster","LC","NT","G","2021","Cynops pyrrhogaster"
"Dendropsophus pelidna","LC","NT","G","2021","Dendropsophus pelidna"
"Eleutherodactylus gryllus","EN","CR","G","2021","Eleutherodactylus gryllus"
"Hynobius tsuensis","LC","NT","G","2021","Hynobius tsuensis"
"Hyperolius cystocandicans","NT","EN","G","2021","Hyperolius cystocandicans"
"Peltophryne lemur","CR","EN","G","2021","Peltophryne lemur"
"Pristimantis briceni","VU","EN","G","2021","Pristimantis briceni"
"Pristimantis kareliae","NT","CR","G","2021","Pristimantis kareliae"
"Rana tsushimensis","LC","NT","G","2021","Rana tsushimensis"
"Scinax manriquei","LC","NT","G","2021","Scinax manriquei"
"Zhangixalus yaoshanensis","EN","NT","G","2021","Zhangixalus yaoshanensis"
"Cynoscion acoupa","LC","VU","G","2021","Cynoscion acoupa"
"Thunnus alalunga","NT","LC","G","2021","Germo germon"
"Thunnus alalunga","NT","LC","G","2021","Orcynus pacificus"
"Thunnus alalunga","NT","LC","G","2021","Scomber alalunga"
"Thunnus alalunga","NT","LC","G","2021","Scomber alatunga"
"Thunnus alalunga","NT","LC","G","2021","Scomber albicans"
"Thunnus alalunga","NT","LC","G","2021","Scomber germo"
"Thunnus alalunga","NT","LC","G","2021","Scomber germon"
"Thunnus alalunga","NT","LC","G","2021","Thunnus germo"
"Thunnus alalunga","NT","LC","G","2021","Thunnus pacificus"
"Thunnus alalunga","NT","LC","G","2021","Thynnus alalonga"
"Thunnus alalunga","NT","LC","G","2021","Thynnus alalunga"
"Thunnus alalunga","NT","LC","G","2021","Thynnus pacificus"
"Thunnus alalunga","NT","LC","G","2021","Thunnus alalunga"
"Thunnus albacares","NT","LC","G","2021","Thunnus albacares"
"Thunnus maccoyii","CR","EN","G","2021","Thunnus maccoyii"
"Thunnus thynnus","EN","LC","G","2021","Orcynus thynnus"
"Thunnus thynnus","EN","LC","G","2021","Scomber thynnus"
"Thunnus thynnus","EN","LC","G","2021","Thunnus thynnus"
"Thunnus thynnus","EN","LC","G","2021","Thunnus vulgaris"
"Thunnus thynnus","EN","LC","G","2021","Thynnus linnei"
"Thunnus thynnus","EN","LC","G","2021","Thynnus mediterraneus"
"Thunnus thynnus","EN","LC","G","2021","Thynnus secundodorsalis"
"Carcharhinus acronotus","NT","EN","G","2021","Carcharhinus acronotus"
"Carcharhinus perezi","NT","EN","G","2021","Carcharhinus perezi"
"Carcharhinus signatus","VU","EN","G","2021","Carcharhinus signatus"
"Hemitriakis japanica","LC","EN","G","2021","Hemitriakis japanica"
"Mustelus asterias","LC","NT","G","2021","Mustelus plebejus"
"Mustelus asterias","LC","NT","G","2021","Mustelus stellatus"
"Mustelus asterias","LC","NT","G","2021","Squalus albomaculatus"
"Mustelus asterias","LC","NT","G","2021","Mustelus asterias"
"Rhinobatos albomaculatus","VU","CR","G","2021","Rhinobatos albomaculatus"
"Rhinobatos irvinei","VU","CR","G","2021","Rhinobatos irvinei"
"Rhinobatos rhinobatos","EN","CR","G","2021","Raja rhinobatos"
"Rhinobatos rhinobatos","EN","CR","G","2021","Rhinobatos rhinobatos"
"Rhinoptera marginata","NT","CR","G","2021","Myliobatis marginata"
"Rhinoptera marginata","NT","CR","G","2021","Rhinoptera marginata"
"Brachystegia angustistipulata","LR/lc","VU","G","2021","Brachystegia angustistipulata"
"Cleistanthus evrardii","VU","CR(PE)","G","2021","Cleistanthus evrardii"
"Cupaniopsis napaensis","VU","CR(PE)","G","2021","Cupaniopsis napaensis"
"Dracaena draco","VU","EN","G","2021","Asparagus draco"
"Dracaena draco","VU","EN","G","2021","Palma draco"
"Dracaena draco","VU","EN","G","2021","Yucca draco"
"Dracaena draco","VU","EN","G","2021","Dracaena draco"
"Elattostachys aiyurensis","VU","CR","G","2021","Elattostachys aiyurensis"
"Eucryphia glutinosa","LR/nt","EN","G","2021","Eucryphia glutinosa"
"Horsfieldia ampla","VU","EN","G","2021","Horsfieldia ampla"
"Ilex huachamacariana","LR/nt","VU","G","2021","Ilex huachamacariana"
"Ilex ignicola","LR/nt","EN","G","2021","Ilex ignicola"
"Ilex lasseri","VU","CR","G","2021","Ilex lasseri"
"Ilex magnifructa","LR/nt","EN","G","2021","Ilex magnifructa"
"Ilex marahuacae","LR/nt","VU","G","2021","Ilex marahuacae"
"Ilex parvifructa","VU","EN","G","2021","Ilex parvifructa"
"Ilex paujiensis","LR/nt","EN","G","2021","Ilex paujiensis"
"Ilex sipapoana","LR/nt","EN","G","2021","Ilex sipapoana"
"Ilex steyermarkii","LR/nt","EN","G","2021","Ilex steyermarkii"
"Latania verschaffeltii","EN","CR","G","2021","Latania verschaffeltii"
"Mangifera caesia","LR/lc","NT","G","2021","Mangifera caesia"
"Myristica simulans","VU","CR","G","2021","Myristica simulans"
"Nectandra ruforamula","LR/nt","EN","G","2021","Nectandra ruforamula"
"Pittosporum napaliense","EN","CR","G","2021","Pittosporum napaliense"
"Pradosia spinosa","NT","VU","G","2021","Pradosia spinosa"
"Xyris boliviana","VU","CR","G","2021","Xyris boliviana"
"Hypogeomys antimena","EN","CR","G","2022","Hypogeomys antimena"
"Sapajus cay","LC","VU","G","2022","Sapajus cay"
"Acanthiza katherina","LC","VU","G","2022","Acanthiza katherina"
"Acrocephalus sorghophilus","EN","CR","G","2022","Acrocephalus sorghophilus"
"Amytornis ballarae","LC","VU","G","2022","Amytornis ballarae"
"Amytornis woodwardi","VU","EN","G","2022","Amytornis woodwardi"
"Apalis chirindensis","LC","VU","G","2022","Apalis chirindensis"
"Apalis sharpii","LC","NT","G","2022","Apalis sharpii"
"Aphelocephala leucopsis","LC","VU","G","2022","Aphelocephala leucopsis"
"Bolemoreus hindwoodi","LC","NT","G","2022","Bolemoreus hindwoodi"
"Bubo sumatranus","LC","NT","G","2022","Bubo sumatranus"
"Calidris acuminata","LC","VU","G","2022","Calidris acuminata"
"Callocephalon fimbriatum","LC","VU","G","2022","Callocephalon fimbriatum"
"Calyptorhynchus lathami","LC","VU","G","2022","Calyptorhynchus lathami"
"Caprimulgus ruficollis","LC","NT","G","2022","Caprimulgus ruficollis"
"Carpococcyx radiceus","NT","VU","G","2022","Carpococcyx radiceus"
"Colluricincla boweri","LC","VU","G","2022","Colluricincla boweri"
"Coua pyropyga","LC","NT","G","2022","Coua pyropyga"
"Crypturellus boucardi","LC","VU","G","2022","Crypturellus boucardi"
"Cyornis magnirostris","LC","NT","G","2022","Cyornis magnirostris"
"Gallinago hardwickii","LC","NT","G","2022","Gallinago hardwickii"
"Geophaps smithii","VU","LC","G","2022","Geophaps smithii"
"Halcyon pileata","LC","VU","G","2022","Halcyon pileata"
"Heliopais personatus","EN","CR","G","2022","Heliopais personatus"
"Hemiphaga novaeseelandiae","NT","LC","G","2022","Hemiphaga novaeseelandiae"
"Heteromyias cinereifrons","LC","NT","G","2022","Heteromyias cinereifrons"
"Lanio leucothorax","LC","NT","G","2022","Lanio leucothorax"
"Lanius senator","LC","NT","G","2022","Lanius senator"
"Lophorina victoriae","LC","VU","G","2022","Lophorina victoriae"
"Lophura erythrophthalma","VU","CR","G","2022","Lophura erythrophthalma"
"Lophura pyronota","VU","EN","G","2022","Lophura pyronota"
"Melanodryas vittata","LC","VU","G","2022","Melanodryas vittata"
"Melithreptus validirostris","LC","VU","G","2022","Melithreptus validirostris"
"Menura alberti","NT","LC","G","2022","Menura alberti"
"Neophema chrysostoma","LC","VU","G","2022","Neophema chrysostoma"
"Nesospingus speculiferus","LC","VU","G","2022","Nesospingus speculiferus"
"Odontophorus melanotis","LC","NT","G","2022","Odontophorus melanotis"
"Oreoscopus gutturalis","LC","EN","G","2022","Oreoscopus gutturalis"
"Patagioenas oenops","VU","NT","G","2022","Patagioenas oenops"
"Petroica phoenicea","NT","LC","G","2022","Petroica phoenicea"
"Petroica traversi","EN","VU","G","2022","Petroica traversi"
"Pityriasis gymnocephala","NT","VU","G","2022","Pityriasis gymnocephala"
"Polyplectron malacense","VU","EN","G","2022","Polyplectron malacense"
"Prionodura newtoniana","LC","NT","G","2022","Prionodura newtoniana"
"Pycnoptilus floccosus","LC","VU","G","2022","Pycnoptilus floccosus"
"Rhynchortyx cinctus","LC","NT","G","2022","Rhynchortyx cinctus"
"Scenopoeetes dentirostris","LC","NT","G","2022","Scenopoeetes dentirostris"
"Scytalopus sanctaemartae","LC","NT","G","2022","Scytalopus sanctaemartae"
"Sericornis keri","LC","VU","G","2022","Sericornis keri"
"Stagonopleura guttata","LC","VU","G","2022","Stagonopleura guttata"
"Xenopirostris xenopirostris","LC","NT","G","2022","Xenopirostris xenopirostris"
"Zanda baudinii","EN","CR","G","2022","Zanda baudinii"
"Acontias grayi","LC","NT","G","2022","Acontias grayi"
"Bradypodion nemorale","NT","VU","G","2022","Bradypodion nemorale"
"Bradypodion ngomeense","NT","VU","G","2022","Bradypodion ngomeense"
"Bradypodion setaroi","LC","NT","G","2022","Bradypodion setaroi"
"Cordylus macropholis","LC","NT","G","2022","Cordylus macropholis"
"Homopholis mulleri","LC","NT","G","2022","Homopholis mulleri"
"Scelotes gronovii","LC","NT","G","2022","Scelotes gronovii"
"Scelotes kasneri","NT","EN","G","2022","Scelotes kasneri"
"Typhlosaurus lomiae","LC","NT","G","2022","Typhlosaurus lomiae"
"Alytes dickhilleni","VU","EN","G","2022","Alytes dickhilleni"
"Bolitoglossa chica","VU","CR","G","2022","Bolitoglossa chica"
"Eleutherodactylus inoptatus","LC","NT","G","2022","Eleutherodactylus inoptatus"
"Nymphargus siren","VU","EN","G","2022","Nymphargus siren"
"Salamandra lanzai","VU","CR","G","2022","Salamandra lanzai"
"Salamandrina perspicillata","LC","EN","G","2022","Salamandra perspicillata"
"Salamandrina perspicillata","LC","EN","G","2022","Salamandrina perspicillata"
"Speleomantes ambrosii","NT","CR","G","2022","Hydromantes italicus"
"Speleomantes ambrosii","NT","CR","G","2022","Speleomantes ambrosii"
"Speleomantes italicus","NT","EN","G","2022","Hydromantes italicus"
"Speleomantes italicus","NT","EN","G","2022","Speleomantes italicus"
"Speleomantes sarrabusensis","VU","CR","G","2022","Speleomantes sarrabusensis"
"Speleomantes strinatii","NT","EN","G","2022","Hydromantes italicus"
"Speleomantes strinatii","NT","EN","G","2022","Speleomantes strinatii"
"Carasobarbus harterti","VU","CR","G","2022","Carasobarbus harterti"
"Haplochromis desfontainii","EN","CR","G","2022","Haplochromis desfontainii"
"Kajikia albida","VU","LC","G","2022","Tetrapturus albidus"
"Kajikia albida","VU","LC","G","2022","Tetrapturus lessonae"
"Kajikia albida","VU","LC","G","2022","Kajikia albida"
"Kajikia audax","NT","LC","G","2022","Kajikia audax"
"Leptopanchax opalescens","VU","CR","G","2022","Leptopanchax opalescens"
"Luciobarbus antinorii","DD","EX","G","2022","Luciobarbus antinorii"
"Ophthalmolebias constanciae","VU","CR","G","2022","Ophthalmolebias constanciae"
"Psephurus gladius","CR","EX","G","2022","Psephurus gladius"
"Salaria atlantica","VU","EN","G","2022","Salaria atlantica"
"Xiphias gladius","LC","NT","G","2022","Phaethonichthys tuberculatus"
"Xiphias gladius","LC","NT","G","2022","Xiphias estara"
"Xiphias gladius","LC","NT","G","2022","Xiphias gladius"
"Xiphias gladius","LC","NT","G","2022","Xiphias imperator"
"Xiphias gladius","LC","NT","G","2022","Xiphias kleinii"
"Xiphias gladius","LC","NT","G","2022","Xiphias thermaicus"
"Alfaroa mexicana","VU","EN","G","2022","Alfaroa mexicana"
"Aloidendron ramosissimum","VU","EN","G","2022","Aloidendron ramosissimum"
"Conophytum halenbergense","VU","CR","G","2022","Conophytum halenbergense"
"Elaeoluma crispa","LR/nt","VU","G","2022","Elaeoluma crispa"
"Erythrina tuxtlana","VU","EN","G","2022","Erythrina tuxtlana"
"Inga calcicola","VU","EN","G","2022","Inga calcicola"
"Inga chiapensis","VU","EN","G","2022","Inga chiapensis"
"Inga lacustris","EN","CR","G","2022","Inga lacustris"
"Licaria velutina","VU","EN","G","2022","Licaria velutina"
"Ocotea uxpanapana","VU","EN","G","2022","Ocotea uxpanapana"
"Rinorea uxpanapana","VU","EN","G","2022","Rinorea uxpanapana"
"Encephalartos concinnus","EN","CR","G","2022","Encephalartos concinnus"
"Encephalartos heenanii","CR","EW","G","2022","Encephalartos heenanii"
"Encephalartos lanatus","NT","VU","G","2022","Encephalartos lanatus"
"Encephalartos lehmannii","NT","VU","G","2022","Encephalartos lehmannii"
"Encephalartos natalensis","NT","VU","G","2022","Encephalartos natalensis"
"Encephalartos transvenosus","LC","NT","G","2022","Encephalartos transvenosus"
"Zamia pumila","NT","VU","G","2022","Zamia pumila"
