Scientific name,Common name,"IUCN Red List(2019)Category","IUCN RedList (2020)Category","Reason forchange","Red Listversion"
"",,,,,
MAMMALS (Mammalia),,,,,
Acer leipoense,,CR,EN,N,2020-1
Acer miaotaiense,,VU,NT,N,2020-1
Actinodaphne cuspidata,,CR,LC,N,2020-1
Adansonia madagascariensis,Madagascar Baobab,LR/nt,LC,N,2020-3
Adenopodia rotundifolia,,VU,EN,N,2020-3
Adinandra griffithii,,EN,CR,N,2020-3
Adonidia merrillii,Manila Palm,LR/nt,VU,N,2020-3
Aegiphila panamensis,Hediondo oloroso,VU,LC,N,2020-2
Afrocanthium kilifiense,,VU,NT,N,2020-3
Afrocanthium shabanii,,VU,EN,N,2020-3
Aglaia aherniana,,VU,NT,N,2020-3
Aglaia costata,,VU,EN,N,2020-3
Aglaia pyriformis,,VU,EN,N,2020-3
Agonandra macrocarpa,,VU,NT,N,2020-2
Aiouea angulata,Muena ComÃon,EN,NT,N,2020-2
Aiouea bracteata,,VU,EN,N,2020-3
Aiouea obscura,,EN,VU,N,2020-2
Albizia buntingii,,VU,CR,N,2020-1
Albizia burkartiana,,VU,EN,N,2020-3
Allanblackia stuhlmannii,,VU,LC,N,2020-3
Alseodaphne dura,,LR/cd,EN,N,2020-3
Alseodaphne garciniicarpa,,LR/cd,EN,N,2020-3
Alseodaphne micrantha,,VU,CR(PE),N,2020-3
Amphitecna isthmica,,VU,NT,N,2020-3
Aneilema mortonii,,DD,VU,N,2020-2
Aniba ferrea,,VU,EN,N,2020-3
Aniba novogranatensis,,VU,CR,N,2020-3
Aniba vaupesiana,Laurel Comino,VU,LC,N,2020-2
Annona atabapensis,,VU,LC,N,2020-2
Annona neoamazonica,,VU,DD,N,2020-3
Annona pachyantha,,EN,VU,N,2020-3
Annona pickelii,,VU,NT,N,2020-3
Annona rufinervis,Guanabana de Monte,DD,EN,N,2020-2
Anthodiscus chocoensis,Ajo Negro,VU,EN,G,2020-1
Anthodiscus montanus,,EN,VU,N,2020-3
Areca hutchinsoniana,,LR/nt,EN,N,2020-3
Areca ipot,Ipot Palm,VU,EN,N,2020-3
Areca parens,,VU,EN,N,2020-3
Argyroxiphium sandwicense,Silversword,VU,EN,G,2020-3
Aristogeitonia monophylla,,VU,NT,N,2020-3
Artocarpus blancoi,,VU,LC,N,2020-3
Artocarpus rubrovenus,,VU,LC,N,2020-3
Aspidosperma darienense,,EN,LC,N,2020-3
Asterogyne ramosa,,LR/lc,EN,N,2020-2
Astropanax myrianthus,,LR/lc,NT,N,2020-1
Attalea septuagenata,Cujita,DD,LC,N,2020-3
Atuna cordata,,VU,LC,N,2020-3
Banara ibaguensis,Huesito,EN,LC,N,2020-3
Banara wilsonii,,EN,EX,N,2020-3
Bauhinia loeseneriana,,VU,EN,N,2020-3
Bersama swynnertonii,,EN,LC,N,2020-1
Blakea granatensis,,CR,LC,N,2020-2
Blyxa senegalensis,,DD,VU,N,2020-2
Bocquillonia castaneifolia,,EN,CR,N,2020-2
Bocquillonia longipes,,EN,VU,N,2020-2
Bolboschoenus grandispicus,,VU,CR,N,2020-2
Bonnetia holostyla,,VU,LC,N,2020-3
Brexia arborea,,VU,EN,N,2020-3
Brexia cauliflora,,VU,CR,N,2020-3
Brexia montana,,VU,NT,N,2020-3
Brochoneura acuminata,,NT,LC,N,2020-3
Brunellia elliptica,,EN,LC,N,2020-3
Brunellia farallonensis,,LR/cd,LC,N,2020-3
Brunellia macrophylla,Aliso,VU,EN,N,2020-3
Brunellia morii,,EN,LC,N,2020-3
Brunellia penderiscana,,EN,LC,N,2020-3
Brunellia racemifera,Chiraco,VU,EN,N,2020-3
Brunellia rufa,,EN,CR,N,2020-3
Bullockia impressinervia,,VU,EN,N,2020-3
Bunchosia hartwegiana,,DD,LC,N,2020-1
Burretiokentia hapala,,VU,EN,N,2020-2
Bursera hollickii,,EN,CR,N,2020-3
Calophyllum chapelieri,,VU,NT,N,2020-3
Calophyllum morobensis,,EN,VU,N,2020-2
Canacomyrica monticola,,EN,NT,N,2020-1
Canarium luzonicum,,VU,NT,N,2020-1
Canarium ovatum,,VU,LC,N,2020-1
Casearia coriifolia,,LR/cd,NT,N,2020-3
Ceratostema megalobum,,DD,CR,N,2020-2
Cercidiphyllum japonicum,Katsura Tree,LR/nt,LC,N,2020-1
Cheirodendron forbesii,,VU,EN,G,2020-2
Chelyocarpus dianeurus,Nolí,LR/nt,LC,N,2020-3
Cinnamomum heyneanum,,DD,EN,N,2020-1
Cinnamomum japonicum,,LR/nt,LC,N,2020-1
Cinnamomum mercadoi,Cinamomon,VU,LC,N,2020-3
Cinnamomum parthenoxylon,Selasian Wood,DD,LC,N,2020-1
Cinnamomum perrottetii,,VU,EN,N,2020-1
Cinnamomum riparium,,VU,EN,N,2020-1
Cleidion marginatum,,VU,EN,N,2020-2
Cleyera cernua,Flor de Tila,DD,EN,N,2020-3
Combretocarpus rotundatus,,VU,LC,N,2020-2
Cordia ramirezii,,VU,CR,N,2020-3
Corypha microclada,,VU,CR,N,2020-3
Couroupita nicaraguarensis,Zapote De Mico,LR/nt,LC,N,2020-3
Cremastosperma megalophyllum,Anchu panga cara caspi,VU,LC,N,2020-3
Cremastosperma panamense,Palo santo,DD,NT,N,2020-3
Croton dictyophlebodes,,VU,EN,N,2020-3
Croton megalocarpoides,,LR/nt,VU,N,2020-3
Croton talaeporos,,LR/nt,VU,N,2020-3
Cyanea habenata,,VU,CR,N,2020-1
Cyanea hardyi,,VU,EN,N,2020-1
Cyanea kuhihewa,,CR(PEW),CR,N,2020-2
Cyanea leptostegia,,VU,EN,N,2020-1
Cybianthus cogolloi,,VU,EN,N,2020-3
Cymbopetalum baillonii,Cojón de Mono,VU,LC,N,2020-3
Cymbopetalum mayanum,Anona de Montaña,EN,LC,N,2020-3
Cynometra beddomei,,EX,EN,N,2020-2
Cynometra engleri,,VU,EN,N,2020-3
Cynometra filifera,,CR,EN,N,2020-3
Cynometra gillmanii,,CR,EN,N,2020-3
Cynometra longipedicellata,,VU,CR(PE),N,2020-3
Cynometra webberi,,VU,NT,N,2020-3
Cyperus baoulensis,,DD,LC,N,2020-2
Cyperus demangei,,DD,LC,N,2020-2
Dalbergia retusa,Cocobolo,VU,CR,N,2020-1
Damburneya matudae,Aguacatillo de Mico,VU,EN,N,2020-1
Daniellia klainei,,LR/nt,LC,N,2020-2
Deinbollia rambaensis,,VU,EN,N,2020-3
Desmopsis dolichopetala,,CR,EN,N,2020-3
Dialium holtzii,,VU,LC,N,2020-3
Dicypellium caryophyllaceum,,VU,CR,N,2020-3
Dillenia fischeri,,VU,CR(PE),N,2020-1
Dillenia philippinensis,,VU,NT,N,2020-1
Dillenia reifferscheidia,,VU,NT,N,2020-3
Dillenia triquetra,,CR,LC,N,2020-3
Dinklageella scandens,,VU,EN,N,2020-3
Diospyros capricornuta,,DD,EN,N,2020-3
Diospyros greenwayi,,VU,NT,N,2020-3
Diospyros magogoana,,EN,CR(PE),N,2020-3
Diospyros occulta,,DD,VU,N,2020-3
Diospyros philippinensis,,EN,NT,N,2020-3
Diospyros shimbaensis,,EN,VU,N,2020-3
Diplodiscus paniculatus,,DD,LC,N,2020-3
Dipterocarpus lowii,,CR,NT,N,2020-2
Disperis kamerunensis,,EN,CR,G,2020-3
Disperis mildbraedii,,VU,EN,N,2020-3
Drypetes gerrardinoides,,VU,EN,N,2020-3
Drypetes sclerophylla,,VU,EN,N,2020-3
Dubautia microcephala,,EN,CR,N,2020-2
Ehretia glandulosissima,,EN,CR(PE),N,2020-3
Elaeocarpus dinagatensis,,VU,EN,N,2020-3
Elaeocarpus gigantifolius,,VU,EN,N,2020-3
Ellipanthus madagascariensis,,DD,LC,N,2020-1
Embolanthera spicata,,VU,CR,N,2020-3
Endiandra scrobiculata,,VU,CR(PE),N,2020-1
Englerodendron usambarense,,VU,NT,N,2020-3
Eriocaulon asteroides,,VU,LC,N,2020-2
Eriocaulon bamendae,,VU,LC,N,2020-2
Eriocaulon meiklei,,DD,LC,N,2020-2
Eriocaulon parvulum,,VU,LC,N,2020-2
Erythrina hazomboay,,VU,EN,N,2020-1
Eschweilera subcordata,,VU,CR,N,2020-3
Eschweilera venezuelica,Coco de Mono,VU,EN,N,2020-3
Euchorium cubense,,EN,EX,N,2020-3
Eugenia gatopensis,,VU,EN,N,2020-2
Eugenia singampattiana,,CR,EN,N,2020-3
Eugenia virotii,,VU,EN,N,2020-2
Euphorbia alcicornis,,CR(PE),EN,N,2020-3
Euphorbia analalavensis,,VU,LC,N,2020-3
Euphorbia atrococca,,VU,EN,N,2020-3
Euphorbia capuronii,,VU,CR(PEW),N,2020-1
Euphorbia cedrorum,,VU,EN,N,2020-1
Euphorbia francoisii,,CR,EN,N,2020-1
Euphorbia lividiflora,,VU,LC,N,2020-3
Euphorbia martinae,,VU,EN,N,2020-3
Euphorbia milii,,DD,LC,N,2020-1
Euphorbia pachysantha,,LC,VU,N,2020-3
Euphorbia sparsiflora,,VU,CR,G,2020-2
Euphorbia zakamenae,,VU,CR,N,2020-3
Euplassa occidentalis,Roble,VU,LC,N,2020-1
Faurea macnaughtonii,Terblans Beechwood,LR/cd,LC,N,2020-3
Fernandoa lutea,,EN,CR,N,2020-3
Flindersia pimenteliana,,EN,LC,N,2020-3
Flindersia schottiana,Silver Ash,LR/nt,LC,N,2020-3
Floscopa axillaris,,DD,LC,N,2020-2
Freziera echinata,,VU,LC,N,2020-3
Freziera forerorum,,CR,DD,N,2020-3
Freziera jaramilloi,,VU,LC,N,2020-3
Freziera longipes,,LR/nt,LC,N,2020-3
Freziera sessiliflora,,VU,LC,N,2020-3
Freziera uniauriculata,,CR,VU,N,2020-2
Gagea micrantha,Gagéa a petites fleurs,DD,VU,N,2020-3
Garcinia bifasciculata,,EN,CR,N,2020-3
Garcinia imberti,,EN,CR,N,2020-3
Garcinia rubro-echinata,,VU,EN,N,2020-3
Garcinia semseii,,VU,EN,N,2020-3
Garcinia travancorica,Travancore Gamboge,VU,CR,N,2020-3
Garcinia wightii,,VU,EN,N,2020-3
Gardenia remyi,,VU,CR,N,2020-3
Gastrodia africana,,CR,EN,N,2020-3
Genyorchis macrantha,,VU,EN,N,2020-3
Globba albiflora,,LC,NT,N,2020-1
Gonatostylis vieillardii,,NT,LC,N,2020-3
Gonopterodendron carrapo,,EN,LC,N,2020-1
Graffenrieda grandifolia,,EN,NT,N,2020-2
Grias haughtii,,VU,LC,N,2020-1
Guarea corrugata,,EN,LC,N,2020-3
Gustavia excelsa,Pacó,EN,VU,N,2020-3
Gustavia gracillima,Confite,EN,VU,N,2020-3
Gustavia latifolia,,CR,EN,N,2020-3
Gustavia longifuniculata,Mulamuerta,CR,VU,N,2020-3
Gustavia sessilis,,VU,LC,N,2020-3
Habenaria maitlandii,,CR,EN,N,2020-3
Habenaria obovata,,VU,EN,N,2020-3
Hampea breedlovei,Majagua,VU,CR,N,2020-3
Hampea micrantha,,VU,LC,N,2020-3
Hampea thespesioides,,CR,LC,N,2020-2
Helicia australasica,,VU,LC,N,2020-2
Henriettea goudotiana,,EN,LC,N,2020-2
Henriettea odorata,,NT,LC,N,2020-3
Herrania laciniifolia,,CR,LC,N,2020-2
Herrania umbratica,Cacao de Monte,EN,CR,N,2020-3
Hibiscadelphus woodii,Wood's Hibiscadelphus,EX,CR,N,2020-2
Homalium polystachyum,,EN,CR,N,2020-2
Hopea cagayanensis,,CR,EN,N,2020-1
Hopea foxworthyi,,VU,EN,N,2020-1
Hopea malibato,,CR,VU,N,2020-1
Hopea mindanensis,,CR,EN,N,2020-1
Hopea philippinensis,,CR,EN,N,2020-1
Hopea samarensis,,CR,EN,N,2020-1
Hopea semicuneata,,CR,EN,N,2020-2
Hopea sphaerocarpa,,CR,NT,N,2020-1
Horsfieldia disticha,,VU,DD,N,2020-2
Horsfieldia iriana,,VU,DD,N,2020-2
Horsfieldia leptantha,,DD,LC,N,2020-2
Horsfieldia samarensis,,VU,CR,N,2020-3
Horsfieldia tomentosa,,LR/nt,LC,N,2020-2
Huberantha palawanensis,,VU,CR,N,2020-2
Hunga cordata,,EN,VU,N,2020-2
Hunga guillauminii,,VU,EN,N,2020-2
Hygrophila borellii,,DD,LC,N,2020-2
Hygrophila laevis,,DD,LC,N,2020-2
Hygrophila odora,,DD,LC,N,2020-2
Ilex abscondita,,VU,LC,N,2020-3
Ilex acutidenticulata,,VU,EN,N,2020-3
Ilex aracamuniana,,VU,EN,N,2020-3
Ilex gardneriana,,EX,CR,N,2020-3
Ilex gleasoniana,,LR/nt,LC,N,2020-3
Ilex jauaensis,,LR/nt,LC,N,2020-3
Ilex palawanica,,VU,EN,N,2020-2
Ilex tateana,,LR/nt,VU,N,2020-3
Ilex tiricae,,LR/nt,VU,N,2020-3
Ilex venezuelensis,,LR/nt,LC,N,2020-3
Inga bijuga,,VU,DD,N,2020-3
Inga macrantha,,VU,DD,N,2020-2
Inga praegnans,,VU,EN,N,2020-3
Intsia bijuga,Moluccan Ironwood,VU,NT,N,2020-3
Khaya madagascariensis,,EN,VU,N,2020-3
Kibatalia elmeri,,VU,CR,N,2020-2
Kibatalia gitingensis,,VU,NT,N,2020-3
Kibatalia macgregorii,,VU,CR,N,2020-2
Kibatalia merrilliana,,VU,EN,N,2020-2
Knema kinabaluensis,,LR/cd,LC,N,2020-3
Knema ridsdaleana,,VU,CR,N,2020-3
Leptolaena multiflora,,EN,LC,N,2020-2
Leptolaena raymondii,,CR,EN,N,2020-2
Leucadendron discolor,Piketberg Conebush,EN,VU,N,2020-3
Leucadendron strobilinum,Mountain Rose,LR/cd,NT,N,2020-3
Leucaena greggii,,VU,NT,N,2020-1
Leucaena lempirana,,VU,EN,N,2020-1
Leucaena salvadorensis,,LR/cd,NT,N,2020-1
Leucochloron minarum,,DD,EN,N,2020-3
Licania caldasiana,,EX,DD,N,2020-3
Limnophyton fluitans,,VU,LC,N,2020-2
Lingelsheimia sylvestris,,EN,CR,N,2020-3
Lithocarpus ovalis,,VU,NT,N,2020-3
Lithocarpus solerianus,,DD,LC,N,2020-3
Litsea leytensis,,VU,NT,N,2020-3
Litsea nigrescens,,EN,VU,N,2020-3
Litsea penangiana,,LR/lc,VU,N,2020-1
Litsea travancorica,,EN,VU,N,2020-3
Ludwigia brenanii,,DD,LC,N,2020-3
Lupinus nubigenus,,EN,LC,N,2020-3
Macaranga bicolor,,VU,LC,N,2020-3
Macaranga congestiflora,,VU,EN,N,2020-3
Macrosamanea prancei,,VU,DD,N,2020-3
Madhuca obovatifolia,,VU,EN,N,2020-1
Magnolia platyphylla,,DD,EN,N,2020-3
Magnolia pubescens,,DD,EN,N,2020-3
Magnolia sinacacolinii,Flor de Corazón,DD,EN,N,2020-3
Magnolia zoquepopolucae,Flor de Corazón,DD,EN,N,2020-3
Mammea usambarensis,,VU,EN,N,2020-3
Mangifera altissima,,VU,DD,N,2020-3
Mangifera monandra,,EN,NT,N,2020-3
Manilkara dardanoi,,EN,CR,N,2020-3
Manilkara multifida,,EN,NT,N,2020-3
Matisia dolichopoda,,EN,LC,N,2020-3
Medemia argun,,CR,VU,N,2020-1
Meineckia ovata,,VU,CR,N,2020-3
Meineckia stipularis,,VU,EN,N,2020-3
Melanophylla angustior,,CR,EN,N,2020-3
Melanophylla aucubifolia,,NT,LC,N,2020-3
Melanophylla madagascariensis,,VU,EN,N,2020-3
Melanophylla perrieri,,CR,EN,N,2020-3
Melicope balloui,Rock Pelea,EN,CR(PE),N,2020-3
Melicope cruciata,Cross-bearing Pelea,EX,CR,N,2020-3
Melicope haleakalae,,EX,EN,N,2020-2
Melicope nealae,,EX,CR,N,2020-2
Melicope paniculata,,EX,CR,N,2020-2
Mentha gattefossei,Menthe de Perse,NT,VU,G,2020-1
Meriania versicolor,,CR,EN,N,2020-2
Metteniusa cundinamarcensis,,VU,CR,N,2020-3
Metteniusa santanderensis,,VU,CR,N,2020-3
Miconia poecilantha,Tuno,EN,LC,N,2020-2
Miconia pseudorigida,,EN,CR,N,2020-3
Mimetes arboreus,Kogelberg Pagoda,VU,EN,N,2020-3
Mitrephora lanotan,,VU,NT,N,2020-3
Moringa arborea,,VU,DD,N,2020-1
Myrcia pentagona,,VU,LC,N,2020-3
Myristica basilanica,,VU,CR,N,2020-3
Myristica colinridsdalei,,VU,CR,N,2020-3
Myristica conspersa,,DD,VU,N,2020-2
Myristica flavovirens,,VU,DD,N,2020-2
Myristica inaequalis,,VU,DD,N,2020-2
Myristica longipetiolata,,VU,EN,N,2020-3
Myristica philippensis,,VU,LC,N,2020-3
Myristica pilosigemma,,VU,CR,N,2020-3
Myristica sarcantha,,VU,DD,N,2020-2
Myristica verruculosa,,VU,NT,N,2020-2
Myrsine fernseei,,LR/nt,EN,G,2020-3
Myrsine knudsenii,,EN,CR,G,2020-2
Myrsine petiolata,,EN,CR,N,2020-3
Najas baldwinii,,DD,LC,N,2020-2
Najas hagerupii,,DD,EN,N,2020-2
Najas welwitschii,,DD,LC,N,2020-2
Nectandra barbellata,,VU,EN,N,2020-3
Nectandra obtusata,,LR/nt,LC,N,2020-3
Nectandra parviflora,,VU,EN,N,2020-1
Nectandra truxillensis,Laurel Mapurito,LR/nt,VU,N,2020-3
Neisosperma sevenetii,,EN,CR,N,2020-2
Neocussonia rainaliana,,VU,EN,N,2020-1
Neoharmsia baronii,,CR,EN,N,2020-1
Neomitranthes cordifolia,,VU,EN,N,2020-3
Newtonia paucijuga,,VU,NT,N,2020-3
Ochrosia brownii,,EX,EW,N,2020-3
Ochrosia fatuhivensis,,EX,CR,N,2020-3
Ochrosia kilaueaensis,,CR,EX,N,2020-3
Ochrosia tahitensis,,EX,CR,N,2020-3
Oenocarpus makeru,,DD,LC,N,2020-3
Oncosperma platyphyllum,,VU,CR,N,2020-3
Orania decipiens,,LR/nt,LC,N,2020-2
Ormocarpopsis itremoensis,,CR,EN,N,2020-1
Ormocarpopsis parvifolia,,VU,NT,N,2020-1
Orphanodendron bernalii,TiratetÃ©,CR,LC,N,2020-2
Oryza brachyantha,,DD,LC,N,2020-3
Ouratea insulae,,EN,VU,N,2020-3
Oxandra leucodermis,Espintana,LR/nt,LC,N,2020-2
Oxera crassifolia,,LR/cd,NT,N,2020-3
Palaquium mindanaense,,VU,CR,N,2020-1
Pandanus decastigma,,VU,DD,N,2020-2
Pandanus decumbens,,VU,LC,N,2020-1
Pandanus kajui,,VU,EN,N,2020-1
Pandanus verecundus,,CR,EN,N,2020-1
Parathesis amplifolia,,VU,LC,N,2020-3
Parathesis seibertii,,LR/nt,EN,N,2020-3
Parmentiera stenocarpa,Palo de Vela,VU,LC,N,2020-3
Pavetta tarennoides,,VU,CR,G,2020-1
Perrottetia excelsa,,VU,DD,N,2020-3
Philenoptera kanurii,,LR/nt,EN,N,2020-1
Phragmotheca rubriflora,,VU,EN,N,2020-3
Pichonia balansana,,LC,NT,N,2020-1
Pichonia daenikeri,,EN,VU,N,2020-1
Pittosporum goetzei,,VU,LC,N,2020-3
Platyspermation crassifolium,,LR/cd,NT,N,2020-1
Polyscias pulgarensis,,VU,EN,N,2020-2
Pouteria arguacoensium,Manzano,VU,LC,N,2020-3
Pouteria chocoensis,Caimito Popa,DD,LC,N,2020-3
Pouteria decussata,,EN,DD,N,2020-3
Pouteria espinae,,CR,LC,N,2020-1
Pradosia cuatrecasasii,Caimito,VU,LC,N,2020-3
Protea comptonii,Saddleback Sugarbush,LR/nt,VU,G,2020-3
Protea laetans,Blyde Sugarbush,VU,EN,G,2020-3
Protea lanceolata,Lance-leaved Sugarbush,VU,LC,N,2020-3
Psychotria grandiflora,,EN,CR,G,2020-2
Psychotria taitensis,,VU,EN,N,2020-1
Pycnandra blanchonii,,EN,NT,N,2020-1
Pycnandra francii,,VU,LC,N,2020-1
Pycnandra kaalaensis,,VU,NT,N,2020-1
Pycnandra petiolata,,VU,LC,N,2020-1
Pycnocoma littoralis,,VU,LC,N,2020-3
Pycnocoma macrantha,,VU,EN,N,2020-3
Quercus costaricensis,Roble Negro,NT,VU,N,2020-3
Quercus devia,,VU,EN,N,2020-2
Quercus galeanensis,,VU,EN,N,2020-2
Quercus macdougallii,,VU,EN,N,2020-2
Quercus peninsularis,Pacific Emory Oak,DD,NT,N,2020-2
Quercus purulhana,,VU,NT,N,2020-2
Quercus rysophylla,,DD,NT,N,2020-2
Quercus skinneri,,VU,NT,N,2020-2
Radermachera ramiflora,,LR/cd,VU,N,2020-3
Ranunculus schweinfurthii,Schweinfurth Buttercup,VU,EN,G,2020-3
Rauvolfia nukuhivensis,,EX,CR,N,2020-3
Rhaptopetalum belingense,,VU,EN,N,2020-3
Rhododendron wilhelminae,,CR,CR(PE),N,2020-1
Rhus coriaria,Sumac,VU,LC,N,2020-3
Rhytachne megastachya,,NT,DD,N,2020-3
Rinorea brachythrix,,VU,LC,N,2020-3
Rinorea haughtii,,EN,NT,N,2020-3
Rinorea longistipulata,Canela-de-Velho,VU,EN,N,2020-3
Rinorea marginata,,CR,EN,N,2020-3
Robinsonella brevituba,,VU,EN,N,2020-3
Robinsonella mirandae,Algodoncillo,VU,EN,N,2020-3
Robinsonella samaricarpa,,VU,EN,N,2020-3
Romeroa verticillata,Cuerillo,VU,EN,N,2020-3
Rotala fontinalis,,VU,DD,N,2020-2
Roupala brachybotrys,Yaguero,EN,LC,N,2020-1
Roystonea stellata,,EN,EX,N,2020-3
Ruagea ovalis,Cedrillo,VU,LC,N,2020-1
Rudgea crassifolia,,VU,NT,N,2020-3
Sarcolaena eriophora,,LC,NT,N,2020-2
Sarcolaena grandiflora,,CR,VU,N,2020-2
Saurauia seibertii,,EN,LC,N,2020-3
Schefflera agamae,,EN,CR,N,2020-2
Schefflera curranii,,EN,CR,N,2020-3
Scutellaria insignis,,DD,LC,N,2020-2
Serianthes margaretae,,VU,EN,N,2020-1
Shorea almon,Philippine Mahogany,CR,NT,N,2020-1
Shorea astylosa,,CR,EN,N,2020-1
Shorea balangeran,Red Balau,CR,VU,N,2020-1
Shorea contorta,White Lauan,CR,LC,N,2020-1
Shorea flemmichii,,CR,VU,N,2020-1
Shorea malibato,,CR,VU,N,2020-1
Shorea negrosensis,Red Lauan,CR,LC,N,2020-1
Shorea ochrophloia,Red Balau,CR,VU,N,2020-2
Shorea palosapis,Philippine Mahogany,CR,LC,N,2020-1
Shorea polysperma,,CR,LC,N,2020-1
Shorea pubistyla,,CR,LC,N,2020-1
Shorea rugosa,Dark Red Meranti,CR,VU,N,2020-1
Shorea seminis,,CR,LC,N,2020-2
Sibangea pleioneura,,VU,EN,N,2020-3
Solanum minutifoliolum,,LC,EN,N,2020-3
Solanum sibundoyense,Tomate Silvestre,VU,LC,N,2020-3
Sorindeia calantha,,CR,VU,N,2020-2
Sphenoclea dalzielii,Wedgewort,DD,LC,N,2020-2
Stephanopodium magnifolium,,VU,EN,N,2020-3
Stephanostegia capuronii,,LR/nt,LC,N,2020-1
Suregada lithoxyla,,VU,NT,N,2020-3
Swartzia macrophylla,,DD,LC,N,2020-2
Swartzia santanderensis,,VU,NT,N,2020-2
Swietenia mahagoni,Small-leaved Mahogany,EN,NT,N,2020-1
Syzygium pendulinum,,EN,CR,N,2020-3
Syzygium poyanum,,VU,EN,N,2020-3
Tabernaemontana cordata,,VU,EN,N,2020-3
Tapirira chimalapana,Caobillo,VU,CR,G,2020-1
Tapura arachnoidea,,VU,EN,N,2020-3
Tapura letestui,,VU,EN,N,2020-3
Tapura neglecta,,VU,EN,N,2020-3
Tectona philippinensis,Philippine Teak,CR,EN,N,2020-2
Terminalia barbosae,,DD,VU,N,2020-2
Tessmannianthus quadridomius,Arracacho,EN,LC,N,2020-2
Tetrorchidium ulugurense,,VU,CR,N,2020-3
Trichilia gamopetala,,VU,DD,N,2020-3
Trichocladus goetzei,,VU,LC,N,2020-3
Trigonobalanus excelsa,Black oak,VU,EN,N,2020-1
Tristaniopsis decorticata,,VU,LC,N,2020-2
Tristaniopsis lucida,,LR/cd,VU,N,2020-2
Tristaniopsis macphersonii,,VU,LC,N,2020-2
Tristaniopsis minutiflora,,VU,CR,N,2020-2
Tristaniopsis polyandra,,EN,CR,N,2020-2
Tristaniopsis vieillardii,,VU,EN,N,2020-2
Tristaniopsis yateensis,,EN,VU,N,2020-2
Vateria indica,White Dammar,CR,VU,N,2020-1
Vepris borenensis,,VU,DD,N,2020-1
Vepris samburuensis,,VU,EN,N,2020-1
Vismia jefensis,,EN,LC,N,2020-3
Vitex parviflora,,VU,LC,N,2020-1
Warburgia elongata,,EN,CR,G,2020-2
Wendlandia angustifolia,,EX,EN,N,2020-3
Wimmeria montana,,EN,VU,N,2020-2
Xylosma kaalaensis,,VU,EN,N,2020-2
Xylosma tuberculatum,,VU,EN,N,2020-2
Zieria chevalieri,,VU,EN,N,2020-2
Zygia lehmannii,Escobillo,EN,VU,N,2020-3
"",,,,,
"FERNS (Marattiopsida, Polypodiopsida and Psilotopsida)",,,,,
Cyclosorus wailele,Waioli Valley Maidenfern,EN,CR,G,2020-2
