"taxonid","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","scientific_name","taxonomic_authority","infra_rank","infra_name","population","category","main_common_name"
133511,"ANIMALIA","CNIDARIA","ANTHOZOA","SCLERACTINIA","OCULINIDAE","Oculina","Oculina patagonica","Angelis, 1908",NA,NA,NA,"LC",NA
134065,"ANIMALIA","ARTHROPODA","MALACOSTRACA","DECAPODA","POTAMIDAE","Potamon","Potamon bileki","Pretzmann, 1971",NA,NA,NA,"VU",NA
134293,"ANIMALIA","ARTHROPODA","MALACOSTRACA","DECAPODA","POTAMIDAE","Potamon","Potamon fluviatile","(Herbst, 1785)",NA,NA,NA,"NT",NA
134294,"ANIMALIA","ARTHROPODA","MALACOSTRACA","DECAPODA","POTAMIDAE","Potamon","Potamon setiger","Rathbun, 1904",NA,NA,NA,"NT",NA
134365,"ANIMALIA","ARTHROPODA","MALACOSTRACA","DECAPODA","POTAMIDAE","Potamon","Potamon algeriense","Bott, 1967",NA,NA,NA,"LC",NA
134492,"ANIMALIA","ARTHROPODA","MALACOSTRACA","DECAPODA","POTAMIDAE","Potamon","Potamon rhodium","Parisi, 1913",NA,NA,NA,"NT",NA
134531,"ANIMALIA","ARTHROPODA","MALACOSTRACA","DECAPODA","POTAMIDAE","Potamon","Potamon hueceste","Pretzmann, 1962",NA,NA,NA,"LC",NA
134681,"ANIMALIA","ARTHROPODA","MALACOSTRACA","DECAPODA","POTAMIDAE","Potamon","Potamon ibericum","(Bieberstein, 1808)",NA,NA,NA,"NT",NA
135016,"ANIMALIA","ARTHROPODA","MALACOSTRACA","DECAPODA","POTAMIDAE","Potamon","Potamon persicum","Pretzmann, 1962",NA,NA,NA,"LC",NA
135064,"ANIMALIA","ARTHROPODA","MALACOSTRACA","DECAPODA","POTAMIDAE","Potamon","Potamon magnum","Pretzmann, 1962",NA,NA,NA,"LC",NA
135117,"ANIMALIA","ARTHROPODA","MALACOSTRACA","DECAPODA","POTAMIDAE","Potamon","Potamon potamios","(Olivier, 1804)",NA,NA,NA,"NT",NA
135458,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Talpa","Talpa davidiana","(Milne-Edwards, 1884)",NA,NA,NA,"DD","Père David's Mole"
135525,"ANIMALIA","CHORDATA","ACTINOPTERYGII","GOBIIFORMES","GOBIIDAE","Pomatoschistus","Pomatoschistus microps","(Krøyer, 1838)",NA,NA,NA,"CR","Common goby"
135567,"ANIMALIA","CHORDATA","ACTINOPTERYGII","MUGILIFORMES","MUGILIDAE","Mugil","Mugil cephalus","Linnaeus, 1758",NA,NA,NA,"LC","Flathead Mullet"
135579,"ANIMALIA","CHORDATA","ACTINOPTERYGII","MUGILIFORMES","MUGILIDAE","Chelon","Chelon auratus","(Risso, 1810)",NA,NA,NA,"LC","Golden grey mullet"
135606,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","MORONIDAE","Dicentrarchus","Dicentrarchus labrax","(Linnaeus, 1758)",NA,NA,NA,"NT","European sea bass"
135681,"ANIMALIA","CHORDATA","ACTINOPTERYGII","MUGILIFORMES","MUGILIDAE","Chelon","Chelon saliens","(Risso, 1810)",NA,NA,NA,"LC","Leaping mullet"
135689,"ANIMALIA","CHORDATA","ACTINOPTERYGII","MUGILIFORMES","MUGILIDAE","Chelon","Chelon labrosus","(Risso, 1827)",NA,NA,NA,"LC","Thicklip grey mullet"
135690,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PLEURONECTIFORMES","PLEURONECTIDAE","Pleuronectes","Pleuronectes platessa","Linnaeus, 1758",NA,NA,NA,"NT","European Plaice"
135714,"ANIMALIA","CHORDATA","ACTINOPTERYGII","MUGILIFORMES","MUGILIDAE","Chelon","Chelon ramada","(Risso, 1827)",NA,NA,NA,"LC","Thinlip Grey Mullet"
135717,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PLEURONECTIFORMES","PLEURONECTIDAE","Platichthys","Platichthys flesus","(Linnaeus, 1758)",NA,NA,NA,"NT","European Flounder"
135724,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus witherbyi","(Thomas, 1902)",NA,NA,NA,"LC","Steppe Field Mouse"
136209,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus hanaki","Hulva &amp; Benda, 2004",NA,NA,NA,"VU","Hanák's Pipistrelle"
136229,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Plecotus","Plecotus macrobullaris","Kuzjakin, 1965",NA,NA,NA,"NT","Mountain Long-eared Bat"
136237,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus anatolicus","Kryštufek &amp; Kefioglu, 2002",NA,NA,NA,"DD","Anatolian Vole"
136270,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura arispa","Spitzenberger, 1971",NA,NA,NA,"LC","Jackass Shrew"
136326,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Scarturus","Scarturus williamsi","Thomas, 1897",NA,NA,NA,"NT","Williams’s Jerboa"
136344,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","ERINACEIDAE","Erinaceus","Erinaceus roumanicus","Barrett-Hamilton, 1900",NA,NA,NA,"LC","Northern White-breasted Hedgehog"
136354,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus majori","Thomas, 1906",NA,NA,NA,"LC","Major's Pine Vole"
136391,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus schidlovskii","Argyropulo, 1933",NA,NA,NA,"LC","Schidlovsky Pine Vole"
136460,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Meriones","Meriones grandis","Cabrera, 1907",NA,NA,NA,"LC",NA
136469,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Eliomys","Eliomys munbyanus","(Pomel, 1856)",NA,NA,NA,"LC",NA
136471,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Acomys","Acomys dimidiatus","(Cretzschmar, 1826)",NA,NA,NA,"LC","Arabian Spiny Mouse"
136473,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Plecotus","Plecotus kolombatovici","Dulic, 1980",NA,NA,NA,"LC","Mediterranean Long-eared Bat"
136495,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis nipalensis","(Dobson, 1871)",NA,NA,NA,"NA","Nepal Myotis"
136498,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus liechtensteini","(Wettstein, 1927)",NA,NA,NA,"LC","Liechtenstein’s Pine Vole"
136503,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Plecotus","Plecotus sardus","Mucedda, Kiefer, Pidinchedda, &amp; Veith, 2002",NA,NA,NA,"VU","Sardinian Long-eared Bat"
136535,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus dogramacii","Kefioglu &amp; Kryštufek, 1999",NA,NA,NA,"LC",NA
136536,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus brachycercus","Lehmann, 1961",NA,NA,NA,"LC","Calabria Pine Vole"
136553,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis aurascens","Kuzyakin, 1935",NA,NA,NA,"LC","Steppe Whiskered Bat"
136590,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Spermophilus","Spermophilus taurensis","Gündüz, Jaarola, Tez, Yeniyurt, Polly &amp; Searle, 2007",NA,NA,NA,"LC",NA
136634,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura katinka","Bate, 1937",NA,NA,NA,"DD",NA
136641,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Mus","Mus cypriacus","Cucchi, Orth, Auffray, Renaud, Fabre, Catalan, Hadjisterkotis, Bonhomme &amp; Vigne, 2006",NA,NA,NA,"LC",NA
136649,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus pygmaeus","(Leach, 1825)",NA,NA,NA,"LC","Soprano Pipistrelle"
136680,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis alcathoe","von Helversen &amp; Heller, 2001",NA,NA,NA,"DD","Alcathoe Whiskered Bat"
136722,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura ramona","Ivanitskaya, Shenbrot &amp; Nevo, 1996",NA,NA,NA,"LC","Negev Shrew"
136766,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Arvicola","Arvicola scherman","(Shaw, 1801)",NA,NA,NA,"LC","Montane Water Vole"
136814,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Sorex","Sorex antinorii","Bonaparte, 1840",NA,NA,NA,"LC","Valais Shrew"
136816,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus epimelas","(Nehring, 1902)",NA,NA,NA,"LC","Western Broad-toothed Field Mouse"
137870,"ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","SCARABAEIDAE","Ateuchetus","Ateuchetus laticollis","Linnaeus, 1767",NA,NA,NA,"LC",NA
137997,"ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","SCARABAEIDAE","Onitis","Onitis ezechias","Reiche, 1856",NA,NA,NA,"DD",NA
138521,"ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","SCARABAEIDAE","Scarabaeus","Scarabaeus pius","Illiger, 1803",NA,NA,NA,"NA",NA
153534,"PLANTAE","TRACHEOPHYTA","LILIOPSIDA","ALISMATALES","POSIDONIACEAE","Posidonia","Posidonia oceanica","(L.) Delile",NA,NA,NA,"LC","Neptune Grass"
153535,"PLANTAE","TRACHEOPHYTA","LILIOPSIDA","ALISMATALES","CYMODOCEACEAE","Cymodocea","Cymodocea nodosa","(Ucria) Asch.",NA,NA,NA,"LC","Slender Seagrass"
153538,"PLANTAE","TRACHEOPHYTA","LILIOPSIDA","ALISMATALES","ZOSTERACEAE","Zostera","Zostera marina","L.",NA,NA,NA,"LC","Eelgrass"
154647,"ANIMALIA","CHORDATA","ACTINOPTERYGII","GADIFORMES","MACROURIDAE","Coelorinchus","Coelorinchus occa","(Goode &amp; Bean, 1885)",NA,NA,NA,"DD","Spear-snouted Grenadier"
154687,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PLEURONECTIFORMES","BOTHIDAE","Arnoglossus","Arnoglossus imperialis","(Rafinesque, 1810)",NA,NA,NA,"LC","Imperial Scaldfish"
154708,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","SPARIDAE","Diplodus","Diplodus cervinus","Lowe, 1838",NA,NA,NA,"DD","Zebra Seabream"
154712,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","Coryphaena hippurus","Linnaeus, 1758",NA,NA,NA,"LC","Common Dolphinfish"
154729,"ANIMALIA","CHORDATA","ACTINOPTERYGII","MYCTOPHIFORMES","MYCTOPHIDAE","Diaphus","Diaphus rafinesquii","(Cocco, 1838)",NA,NA,NA,"LC","White-spotted Lantern Fish"
154753,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","BLENNIIDAE","Hypleurochilus","Hypleurochilus bananensis","(Poll, 1959)",NA,NA,NA,"DD",NA
154807,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","CARANGIDAE","Caranx","Caranx crysos","(Mitchill, 1815)",NA,NA,NA,"LC","Blue Runner"
154820,"ANIMALIA","CHORDATA","ACTINOPTERYGII","AULOPIFORMES","ALEPISAURIDAE","Alepisaurus","Alepisaurus ferox","Lowe, 1833",NA,NA,NA,"DD","Long Snouted Lancetfish"
154929,"ANIMALIA","CHORDATA","ACTINOPTERYGII","OPHIDIIFORMES","OPHIDIIDAE","Benthocometes","Benthocometes robustus","(Goode &amp; Bean, 1886)",NA,NA,NA,"DD","Robust Cusk-eel"
154995,"ANIMALIA","CHORDATA","ACTINOPTERYGII","MYCTOPHIFORMES","MYCTOPHIDAE","Diaphus","Diaphus holti","Tåning, 1918",NA,NA,NA,"LC","Small Lantern Fish"
154998,"ANIMALIA","CHORDATA","ACTINOPTERYGII","STOMIIFORMES","STERNOPTYCHIDAE","Argyropelecus","Argyropelecus hemigymnus","Cocco, 1829",NA,NA,NA,"LC","Half-naked Hatchetfish"
155030,"ANIMALIA","CHORDATA","ACTINOPTERYGII","SYNGNATHIFORMES","CENTRISCIDAE","Macroramphosus","Macroramphosus scolopax","(Linnaeus, 1758)",NA,NA,NA,"LC","Longspine Snipefish"
155044,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PLEURONECTIFORMES","SOLEIDAE","Buglossidium","Buglossidium luteum","(Risso, 1810)",NA,NA,NA,"LC","Solenette"
155068,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","ECHENEIDAE","Remora","Remora brachyptera","(Lowe, 1839)",NA,NA,NA,"DD","Spearfish Remora"
155096,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE","Sarda","Sarda sarda","(Bloch, 1793)",NA,NA,NA,"LC","Atlantic Bonito"
155182,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pomadasys","Pomadasys incisus","(Bowdich, 1825)",NA,NA,NA,"LC","Bastard Grunt"
155213,"ANIMALIA","CHORDATA","ACTINOPTERYGII","AULOPIFORMES","SYNODONTIDAE","Synodus","Synodus saurus","(Linnaeus, 1758)",NA,NA,NA,"LC","Atlantic Lizardfish"
155214,"ANIMALIA","CHORDATA","ACTINOPTERYGII","GOBIIFORMES","GOBIIDAE","Gobius","Gobius fallax","Sarato, 1889",NA,NA,NA,"DD","Sarato's Goby"
155215,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PLEURONECTIFORMES","SOLEIDAE","Dicologlossa","Dicologlossa cuneata","(Moreau, 1881)",NA,NA,NA,"DD","Wedge Sole"
155225,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PLEURONECTIFORMES","BOTHIDAE","Arnoglossus","Arnoglossus rueppelii","(Cocco, 1844)",NA,NA,NA,"LC","Rüppell's Scaldback"
155282,"ANIMALIA","CHORDATA","ACTINOPTERYGII","GOBIIFORMES","GOBIIDAE","Gobius","Gobius xanthocephalus","Heymer &amp; Zander, 1992",NA,NA,NA,"DD","Golden Goby"
155318,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Serranus","Serranus atricauda","Günther, 1874",NA,NA,NA,"LC","Blacktail Comber"
155339,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Spiralix","Spiralix vitrea","(Draparnaud, 1801)",NA,NA,NA,"NT",NA
155340,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Plagigeyeria","Plagigeyeria deformata","(Nicolas, 1891)",NA,NA,NA,"EN",NA
155342,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Mercuria","Mercuria similis","(Draparnaud, 1805)",NA,NA,NA,"LC",NA
155358,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xerocrassa","Xerocrassa moraguesi","(Kobelt, 1883)",NA,NA,NA,"EN",NA
155466,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pontobelgrandiella","Pontobelgrandiella nitida","(Angelov, 1972)",NA,NA,NA,"VU",NA
155468,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica concii","(Allegretti, 1944)",NA,NA,NA,"LC",NA
155469,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","AMNICOLIDAE","Marstoniopsis","Marstoniopsis insubrica","(Küster, 1853)",NA,NA,NA,"LC",NA
155471,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Lyhnidia","Lyhnidia karamani","Hadzisce, 1959",NA,NA,NA,"CR",NA
155472,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Micropyrgula","Micropyrgula stankovici","(Polinski, 1929)",NA,NA,NA,"VU",NA
155473,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella samecana","Clessin, 1911",NA,NA,NA,"DD",NA
155475,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","LYMNAEIDAE","Lymnaea","Lymnaea stagnalis","(Linnaeus, 1758)",NA,NA,NA,"LC","Great Pond Snail"
155478,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Anagastina","Anagastina hadouphylax","(Schütt, 1959)",NA,NA,NA,"CR",NA
155479,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella opaca","(M. von Gallenstein, 1848)",NA,NA,NA,"LC",NA
155481,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Gyraulus","Gyraulus albidus","Radoman, 1953",NA,NA,NA,"VU",NA
155482,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica maasseni","Schütt, 1980",NA,NA,NA,"DD",NA
155483,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pezzolia","Pezzolia radapalladis","Bodon &amp; Giusti, 1986",NA,NA,NA,"EN",NA
155484,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Travunijana","Travunijana robusta","(Schütt, 1959)",NA,NA,NA,"DD",NA
155485,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Anagastina","Anagastina vidrovani","(Radoman, 1973)",NA,NA,NA,"LC",NA
155488,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhiopsis","Paladilhiopsis pretneri","Bole &amp; Velkovrh, 1987",NA,NA,NA,"NT",NA
155489,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Plagigeyeria","Plagigeyeria montenigrina","Bole, 1961",NA,NA,NA,"CR",NA
155490,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica eximia","Bole, 1967",NA,NA,NA,"DD",NA
155491,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Saxurinator","Saxurinator orthodoxus","Schütt, 1960",NA,NA,NA,"CR",NA
155493,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola macrostoma","(Küster, 1853)",NA,NA,NA,"DD",NA
155496,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria seminiana","Boeters, 2003",NA,NA,NA,"DD",NA
155499,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Hauffenia","Hauffenia edlaueri","(Schütt, 1961)",NA,NA,NA,"DD",NA
155504,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Travunijana","Travunijana nitida","(Schütt, 1963)",NA,NA,NA,"DD",NA
155506,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Dalmatinella","Dalmatinella fluviatilis","Radoman, 1973",NA,NA,NA,"EN",NA
155507,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pontobelgrandiella","Pontobelgrandiella bureschi","(Angelov, 1976)",NA,NA,NA,"VU",NA
155509,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Kerkia","Kerkia brezicensis","Bodon &amp; Cianfanelli, 1996",NA,NA,NA,"VU",NA
155510,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Guadiella","Guadiella ramosae","Boeters, 2003",NA,NA,NA,"VU",NA
155512,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica forumjuliana","(Pollonera, 1887)",NA,NA,NA,"LC",NA
155513,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Saxurinator","Saxurinator microbeliscus","Schütt, 1968",NA,NA,NA,"DD",NA
155515,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Zaumia","Zaumia kusceri","(Hadžišce, 1959)",NA,NA,NA,"CR",NA
155520,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Radomaniola","Radomaniola haesitans","(Westerlund, 1881)",NA,NA,NA,"LC",NA
155522,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Graecoanatolica","Graecoanatolica vegorriticola","(Schütt, 1962)",NA,NA,NA,"CR",NA
155523,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia trichoniana","Radoman, 1979",NA,NA,NA,"CR",NA
155527,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","COCHLIOPIDAE","Eupaludestrina","Eupaludestrina foxianensis","(De Stefani, 1883)",NA,NA,NA,"EN",NA
155530,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Ochridopyrgula","Ochridopyrgula macedonica","(Brusina, 1896)",NA,NA,NA,"NT",NA
155531,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Vinodolia","Vinodolia fiumana","Radoman, 1973",NA,NA,NA,"EN",NA
155533,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Turcorientalia","Turcorientalia hohenackeri","(Küster, 1853)",NA,NA,NA,"VU",NA
155534,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia pusilla","(Piersanti, 1952)",NA,NA,NA,"LC",NA
155535,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","ASSIMINEIDAE","Paludinella","Paludinella sicana","(Brugnone, 1876)",NA,NA,NA,"LC",NA
155536,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Iberhoratia","Iberhoratia gatoa","(Boeters, 1980)",NA,NA,NA,"VU",NA
155537,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Sadleriana","Sadleriana sadleriana","(Frauenfeld, 1863)",NA,NA,NA,"LC",NA
155540,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Gyraulus","Gyraulus piscinarum","(Bourguignat, 1852)",NA,NA,NA,"LC",NA
155541,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Ohrigocea","Ohrigocea ornata","(Radoman, 1957)",NA,NA,NA,"EN",NA
155545,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Gyraulus","Gyraulus fontinalis","Hubendick &amp; Radoman, 1959",NA,NA,NA,"EN",NA
155546,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica acicularis","Angelov, 1959",NA,NA,NA,"VU",NA
155550,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Chilopyrgula","Chilopyrgula sturanyi","(Brusina, 1896)",NA,NA,NA,"NT",NA
155551,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia coronadoi","(Bourguignat, 1870)",NA,NA,NA,"DD",NA
155552,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","COCHLIOPIDAE","Eupaludestrina","Eupaludestrina maltzani","(Westerlund, 1886)",NA,NA,NA,"DD",NA
155553,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Hadziella","Hadziella deminuta","Bole, 1961",NA,NA,NA,"VU",NA
155554,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Sardopaladilhia","Sardopaladilhia subdistorta","Rolán &amp; Martínez-Ortí, 2003",NA,NA,NA,"DD",NA
155555,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Chondrobasis","Chondrobasis levantina","Ramos &amp; Arconada, 2001",NA,NA,NA,"NT",NA
155556,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Sardohoratia","Sardohoratia sulcata","Manganelli, Bodon, Cianfanelli, Talenti &amp; Giusti, 1998",NA,NA,NA,"CR",NA
155557,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia graeca","Radoman, 1973",NA,NA,NA,"CR",NA
155558,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica pezzolii","Boeters, 1971",NA,NA,NA,"NT",NA
155559,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Sadleriana","Sadleriana schmidtii","(Menke, 1849)",NA,NA,NA,"LC",NA
155560,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Trichonia","Trichonia trichonica","Radoman, 1973",NA,NA,NA,"CR",NA
155561,"ANIMALIA","MOLLUSCA","GASTROPODA","SORBEOCONCHA","MELANOPSIDAE","Melanopsis","Melanopsis penchinati","Bourguignat, 1868",NA,NA,NA,"CR",NA
155565,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Hauffenia","Hauffenia erythropomatia","(Hauffen, 1856)",NA,NA,NA,"DD",NA
155566,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Insignia","Insignia macrostoma","Angelov, 1972",NA,NA,NA,"VU",NA
155567,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Spiralix","Spiralix pequenoensis","Boeters, 2003",NA,NA,NA,"VU",NA
