"taxonid","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","scientific_name","taxonomic_authority","infra_rank","infra_name","population","category","main_common_name"
173276,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Anthocharis","Anthocharis euphenoides","Staudinger, 1869",NA,NA,NA,"LC","Provence Orange-tip"
173277,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Pseudophilotes","Pseudophilotes baton","(Bergsträsser, 1779)",NA,NA,NA,"LC","Baton Blue"
173279,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Hipparchia","Hipparchia cypriensis","Holik, 1949",NA,NA,NA,"LC","Cyprus Grayling"
173280,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Erebia","Erebia epistygne","(Hübner, 1819)",NA,NA,NA,"LC","Spring Ringlet"
173281,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Coenonympha","Coenonympha orientalis","Rebel, 1910",NA,NA,NA,"LC","Balkan Heath"
173282,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Satyrus","Satyrus actaea","(Esper, 1781)",NA,NA,NA,"LC","Black Satyr"
173284,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Erebia","Erebia epiphron","(Knoch, 1783)",NA,NA,NA,"LC","Mountain Ringlet"
173287,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Hipparchia","Hipparchia cretica","(Rebel, 1916)",NA,NA,NA,"LC","Cretan Grayling"
173288,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Melanargia","Melanargia lachesis","(Hübner, 1790)",NA,NA,NA,"LC","Spanish Marbled White"
173290,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Aricia","Aricia anteros","(Freyer, 1839)",NA,NA,NA,"LC","Blue Argus"
173292,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Maniola","Maniola cypricola","(Graves, 1928)",NA,NA,NA,"LC","Cyprus Meadow Brown"
173294,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Erebia","Erebia hispania","Butler, 1868",NA,NA,NA,"LC","Spanish Brassy Ringlet"
173296,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Coenonympha","Coenonympha rhodopensis","Elwes, 1900",NA,NA,NA,"LC","Eastern Large Heath"
173297,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Laeosopis","Laeosopis roboris","(Esper, 1794)",NA,NA,NA,"LC","Spanish Purple Hairstreak"
173298,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Plebejus","Plebejus bellieri","(Oberthür, 1910)",NA,NA,NA,"LC","Bellier's Blue"
173302,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Pseudochazara","Pseudochazara orestes","de Prins &amp; van der Poorten, 1981",NA,NA,NA,"NA","Dils’ Grayling"
173305,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Hipparchia","Hipparchia christenseni","Kudrna, 1977",NA,NA,NA,"EN","Karpathos Grayling"
173306,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Polyommatus","Polyommatus fulgens","(de Sagarra, 1925)",NA,NA,NA,"LC","Catalonian Furry Blue"
173307,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Pyrgus","Pyrgus carlinae","(Rambur, 1839)",NA,NA,NA,"LC","Carline Skipper"
173309,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Pyrgus","Pyrgus malvoides","(Elwes &amp; Edwards, 1897)",NA,NA,NA,"LC","Southern Grizzled Skipper"
173310,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Polyommatus","Polyommatus fabressei","(Oberthür, 1910)",NA,NA,NA,"LC","Oberthür’s Anomalous Blue"
173311,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Polyommatus","Polyommatus aroaniensis","(Brown, 1976)",NA,NA,NA,"LC","Grecian Anomalous Blue"
173312,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Glaucopsyche","Glaucopsyche paphos","Chapman, 1920",NA,NA,NA,"LC","Paphos Blue"
173314,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Erebia","Erebia melas","(Herbst, 1796)",NA,NA,NA,"LC","Black Ringlet"
173315,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Melitaea","Melitaea parthenoides","Keferstein, 1851",NA,NA,NA,"LC","Meadow Fritillary"
173317,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Spialia","Spialia therapne","(Rambur, 1832)",NA,NA,NA,"LC","Corsican Red-underwing Skipper"
173361,"PLANTAE","TRACHEOPHYTA","LILIOPSIDA","ALISMATALES","ZOSTERACEAE","Zostera","Zostera noltii","Hornem.",NA,NA,NA,"LC","Dwarf Eelgrass"
173392,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","PLUMBAGINACEAE","Limonium","Limonium legrandii","(Gaut. &amp; Timb.-Lagr.) Erben",NA,NA,NA,"EN","Limonium de Legrand"
174177,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Carcharodus","Carcharodus tripolinus","(Verity, 1925)",NA,NA,NA,"LC","False Mallow Skipper"
174178,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Apatura","Apatura metis","Freyer, 1829",NA,NA,NA,"LC","Freyer’s Purple Emperor"
174180,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Cupido","Cupido decoloratus","(Staudinger, 1886)",NA,NA,NA,"LC","Eastern Short-tailed Blue"
174181,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Tomares","Tomares ballus","(Fabricius, 1787)",NA,NA,NA,"LC","Provence Hairstreak"
174182,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Euphydryas","Euphydryas aurinia","(Rottemburg, 1775)",NA,NA,NA,"LC","Marsh Fritillary"
174183,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Leptidea","Leptidea reali","Reissinger, 1989",NA,NA,NA,"LC","Real's Wood White"
174184,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Lysandra","Lysandra bellargus","(Rottemburg, 1775)",NA,NA,NA,"LC","Adonis Blue"
174185,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Lasiommata","Lasiommata maera","(Linnaeus, 1758)",NA,NA,NA,"LC","Large Wall Brown"
174186,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Boloria","Boloria graeca","(Staudinger, 1870)",NA,NA,NA,"LC","Balkan Fritillary"
174187,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Polyommatus","Polyommatus escheri","(Hübner, 1823)",NA,NA,NA,"LC","Escher’s Blue"
174188,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Cupido","Cupido minimus","(Fuessly, 1775)",NA,NA,NA,"LC","Small Blue"
174189,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Euphydryas","Euphydryas desfontainii","(Godart, 1819)",NA,NA,NA,"LC","Spanish Fritillary"
174190,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Anthocharis","Anthocharis gruneri","Herrich-Schäffer, 1851",NA,NA,NA,"LC","Gruner’s Orange-tip"
174191,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Pyrgus","Pyrgus sidae","(Esper, 1784)",NA,NA,NA,"LC","Yellow-banded Skipper"
174192,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PAPILIONIDAE","Zerynthia","Zerynthia cerisy","(Godart, 1824)",NA,NA,NA,"LC","Eastern Festoon"
174194,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","RIODINIDAE","Hamearis","Hamearis lucina","(Linnaeus, 1758)",NA,NA,NA,"LC","Duke of Burgundy Fritillary"
174196,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Melitaea","Melitaea trivia","(Denis &amp; Schiffermüller, 1775)",NA,NA,NA,"LC","Lesser Spotted Fritillary"
174197,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Gegenes","Gegenes nostrodamus","(Fabricius, 1793)",NA,NA,NA,"LC","Mediterranean Skipper"
174198,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Lycaena","Lycaena phlaeas","(Linnaeus, 1761)",NA,NA,NA,"LC","Small Copper"
174199,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Euchloe","Euchloe crameri","Butler, 1869",NA,NA,NA,"LC","Western Dappled White"
174200,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Neolysandra","Neolysandra coelestina","(Eversmann, 1843)",NA,NA,NA,"LC","Pontic Blue"
174201,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Melitaea","Melitaea aetherie","(Hübner, 1826)",NA,NA,NA,"LC","Aetherie Fritillary"
174202,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Satyrium","Satyrium esculi","(Hübner, 1804)",NA,NA,NA,"LC","False Ilex Hairstreak"
174203,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Fabriciana","Fabriciana adippe","(Denis &amp; Schiffermüller, 1775)",NA,NA,NA,"LC","High Brown Fritillary"
174210,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PAPILIONIDAE","Parnassius","Parnassius mnemosyne","(Linnaeus, 1758)",NA,NA,NA,"LC","Clouded Apollo"
174211,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Polyommatus","Polyommatus amandus","(Schneider, 1792)",NA,NA,NA,"LC","Amanda's Blue"
174213,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Catopsilia","Catopsilia florella","(Fabricius, 1775)",NA,NA,NA,"NA","African Migrant"
174214,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Pararge","Pararge aegeria","(Linnaeus, 1758)",NA,NA,NA,"LC","Speckled Wood"
174217,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Limenitis","Limenitis reducta","Staudinger, 1901",NA,NA,NA,"LC","Southern White Admiral"
174218,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Aglais","Aglais io","(Linnaeus, 1758)",NA,NA,NA,"LC","Peacock Butterfly"
174219,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Pieris","Pieris mannii","(Mayer, 1851)",NA,NA,NA,"LC","Southern Small White"
174220,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PAPILIONIDAE","Papilio","Papilio alexanor","Esper, 1800",NA,NA,NA,"LC","Southern Swallowtail"
174221,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Neptis","Neptis sappho","(Pallas, 1771)",NA,NA,NA,"NA","Common Glider"
174222,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Chazara","Chazara persephone","(Hübner, 1805)",NA,NA,NA,"LC","Dark Rockbrown"
174223,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Kirinia","Kirinia roxelana","(Cramer, 1777)",NA,NA,NA,"LC","Lattice Brown"
174224,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Scolitantides","Scolitantides orion","(Pallas, 1771)",NA,NA,NA,"LC","Chequered Blue"
174225,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Vanessa","Vanessa atalanta","(Linnaeus, 1758)",NA,NA,NA,"LC","Red Admiral"
174226,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Colias","Colias erate","(Esper, 1803)",NA,NA,NA,"LC","Eastern Pale Clouded Yellow"
174227,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Lycaena","Lycaena thetis","Klug, 1834",NA,NA,NA,"LC","Fiery Copper"
174228,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Erebia","Erebia aethiops","(Esper, 1777)",NA,NA,NA,"NA","Scotch Argus"
174229,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Luthrodes","Luthrodes galba","(Lederer, 1855)",NA,NA,NA,"LC","Small Desert Blue"
174230,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Carcharodus","Carcharodus stauderi","Reverdin, 1913",NA,NA,NA,"LC","Eastern Marbled Skipper"
174231,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Melitaea","Melitaea phoebe","(Denis &amp; Schiffermüller, 1775)",NA,NA,NA,"LC","Knapweed Fritillary"
174232,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Polyommatus","Polyommatus ripartii","(Freyer, 1830)",NA,NA,NA,"LC","Ripart’s Anomalous Blue"
174233,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Melitaea","Melitaea aurelia","Nickerl, 1850",NA,NA,NA,"NA","Nickerl’s Fritillary"
174234,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Polyommatus","Polyommatus admetus","(Esper, 1783)",NA,NA,NA,"LC","Anomalous Blue"
174235,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Celastrina","Celastrina argiolus","(Linnaeus, 1758)",NA,NA,NA,"LC","Holly Blue"
174237,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Aricia","Aricia artaxerxes","(Fabricius, 1793)",NA,NA,NA,"LC","Northern Brown Argus"
174238,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Lycaena","Lycaena alciphron","(Rottemburg, 1775)",NA,NA,NA,"LC","Purple-shot Copper"
174239,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Turanana","Turanana taygetica","(Rebel, 1902)",NA,NA,NA,"NT","Odd-spot Blue"
174240,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Carcharodus","Carcharodus orientalis","Reverdin, 1913",NA,NA,NA,"LC","Oriental Marbled Skipper"
174241,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Apatura","Apatura ilia","(Denis &amp; Schiffermüller, 1775)",NA,NA,NA,"LC","Lesser Purple Emperor"
174242,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Spialia","Spialia orbifer","(Hübner, 1823)",NA,NA,NA,"LC","Orbed Red-underwing Skipper"
174243,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Leptidea","Leptidea sinapis","(Linnaeus, 1758)",NA,NA,NA,"LC","Wood White"
174244,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Plebejus","Plebejus argyrognomon","(Bergsträsser, 1779)",NA,NA,NA,"LC","Reverdin’s Blue"
174245,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Lasiommata","Lasiommata megera","(Linnaeus, 1767)",NA,NA,NA,"LC","Wall Brown"
174246,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Pelopidas","Pelopidas thrax","(Hübner, 1821)",NA,NA,NA,"LC","White-banded Swift"
174247,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Spialia","Spialia phlomidis","(Herrich-Schäffer, 1845)",NA,NA,NA,"LC","Persian Skipper"
174248,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Pyrgus","Pyrgus alveus","(Hübner, 1803)",NA,NA,NA,"LC","Large Grizzled Skipper"
174250,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Kretania","Kretania pylaon","(Fischer, 1832)",NA,NA,NA,"LC","Eastern Zephyr Blue"
174251,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Pieris","Pieris brassicae","(Linnaeus, 1758)",NA,NA,NA,"LC","Large White"
174252,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Carcharodus","Carcharodus floccifera","(Zeller, 1847)",NA,NA,NA,"LC","Tufted Marbled Skipper"
174253,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Cupido","Cupido argiades","(Pallas, 1771)",NA,NA,NA,"LC","Short-tailed Blue"
174254,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Argynnis","Argynnis pandora","(Denis &amp; Schiffermüller, 1775)",NA,NA,NA,"LC","Cardinal"
174258,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Pyrgus","Pyrgus cinarae","(Rambur, 1838)",NA,NA,NA,"LC","Sandy Grizzled Skipper"
174259,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Brenthis","Brenthis daphne","(Bergsträsser, 1780)",NA,NA,NA,"LC","Marbled Fritillary"
174260,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Euchloe","Euchloe penia","(Freyer, 1852)",NA,NA,NA,"LC","Eastern Greenish Black-tip"
174261,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Carcharodus","Carcharodus lavatherae","(Esper, 1783)",NA,NA,NA,"LC","Marbled Skipper"
174262,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Polyommatus","Polyommatus dorylas","(Denis &amp; Schiffermüller, 1775)",NA,NA,NA,"LC","Turquoise Blue"
174263,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Aricia","Aricia agestis","(Dennis &amp; Schiffermüller, 1775)",NA,NA,NA,"LC","Brown Argus"
174264,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Coenonympha","Coenonympha dorus","(Esper, 1782)",NA,NA,NA,"LC","Dusky Heath"
174265,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Cupido","Cupido osiris","(Meigen, 1829)",NA,NA,NA,"LC","Osiris Blue"
174266,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Cupido","Cupido lorquinii","(Herrich-Schäffer, 1850)",NA,NA,NA,"LC","Lorquin’s Blue"
174269,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Hipparchia","Hipparchia fatua","Freyer, 1844",NA,NA,NA,"LC","Freyer’s Grayling"
174270,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Pyronia","Pyronia tithonus","(Linnaeus, 1767)",NA,NA,NA,"LC","Gatekeeper"
174273,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Nymphalis","Nymphalis xanthomelas","(Esper, 1781)",NA,NA,NA,"NA","Yellow-legged Tortoiseshell"
174274,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Aricia","Aricia cramera","(Eschscholtz, 1821)",NA,NA,NA,"LC","Southern Brown Argus"
174275,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Arethusana","Arethusana arethusa","(Denis &amp; Schiffermüller, 1775)",NA,NA,NA,"LC","False Grayling"
174277,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Charaxes","Charaxes jasius","(Linnaeus, 1767)",NA,NA,NA,"LC","Two-tailed Pasha"
174278,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Satyrium","Satyrium ledereri","(Boisduval, 1848)",NA,NA,NA,"NT","Orange-banded Hairstreak"
174279,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Gonepteryx","Gonepteryx farinosa","Zeller, 1847",NA,NA,NA,"LC","Powdered Brimstone"
174280,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Melanargia","Melanargia occitanica","(Esper, 1793)",NA,NA,NA,"LC","Western Marbled White"
174281,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Heteropterus","Heteropterus morpheus","(Pallas, 1771)",NA,NA,NA,"LC","Large Chequered Skipper"
174282,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Apatura","Apatura iris","(Linnaeus, 1758)",NA,NA,NA,"LC","Purple Emperor"
174285,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Melitaea","Melitaea cinxia","(Linnaeus, 1758)",NA,NA,NA,"LC","Glanville Fritillary"
174286,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Leptotes","Leptotes pirithous","(Linnaeus, 1767)",NA,NA,NA,"LC","Lang’s Short-tailed Blue"
174287,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Plebejus","Plebejus argus","(Linnaeus, 1758)",NA,NA,NA,"LC","Silver-studded Blue"
174288,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Pieris","Pieris bryoniae","(Hübner, 1806)",NA,NA,NA,"NA","Mountain Green-veined White"
174289,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Cacyreus","Cacyreus marshalli","Butler, 1898",NA,NA,NA,"NA","Common Geranium Bronze"
174292,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Pseudochazara","Pseudochazara geyeri","(Herrich-Schäffer, 1846)",NA,NA,NA,"NA","Grey Asian Grayling"
174293,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Pieris","Pieris napi","(Linnaeus, 1758)",NA,NA,NA,"LC","Green-veined White"
174294,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Glaucopsyche","Glaucopsyche alexis","(Poda, 1761)",NA,NA,NA,"LC","Green-underside Blue"
174295,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Erynnis","Erynnis tages","(Linnaeus, 1758)",NA,NA,NA,"LC","Dingy Skipper"
174297,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Melitaea","Melitaea britomartis","Assmann, 1847",NA,NA,NA,"NA","Assmann’s Fritillary"
174299,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Lopinga","Lopinga achine","(Scopoli, 1763)",NA,NA,NA,"NA","Woodland Brown"
174300,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Pyrgus","Pyrgus malvae","(Linnaeus, 1758)",NA,NA,NA,"LC","Grizzled Skipper"
174301,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Melitaea","Melitaea diamina","(Lang, 1789)",NA,NA,NA,"LC","False Heath Fritillary"
174303,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Carcharodus","Carcharodus alceae","(Esper, 1780)",NA,NA,NA,"LC","Mallow Skipper"
174304,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Polyommatus","Polyommatus iphigenia","(Herrich-Schäffer, 1847)",NA,NA,NA,"LC","Chelmos Blue"
174305,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Aricia","Aricia hyacinthus","(Herrich-Schäffer, 1847)",NA,NA,NA,"NT","Anatolian False Argus"
174306,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Colotis","Colotis evagore","(Klug, 1829)",NA,NA,NA,"LC","Small Orange Tip"
174307,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Leptidea","Leptidea duponcheli","(Staudinger, 1871)",NA,NA,NA,"LC","Eastern Wood White"
174308,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Chazara","Chazara briseis","(Linnaeus, 1764)",NA,NA,NA,"LC","The Hermit"
174309,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Pyronia","Pyronia cecilia","(Vallantin, 1894)",NA,NA,NA,"LC","Southern Gatekeeper"
174311,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","HESPERIIDAE","Pyrgus","Pyrgus carthami","(Hübner, 1813)",NA,NA,NA,"LC","Safflower Skipper"
174313,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Colias","Colias crocea","(Geoffroy, 1785)",NA,NA,NA,"LC","Clouded Yellow"
174315,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Boloria","Boloria euphrosyne","(Linnaeus, 1758)",NA,NA,NA,"LC","Pearl-bordered Fritillary"
174317,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Brenthis","Brenthis ino","(Rottemburg, 1775)",NA,NA,NA,"LC","Lesser Marbled Fritillary"
174319,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Pyronia","Pyronia bathseba","(Fabricius, 1793)",NA,NA,NA,"LC","Spanish Gatekeeper"
174320,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PIERIDAE","Gonepteryx","Gonepteryx cleopatra","(Linnaeus, 1767)",NA,NA,NA,"LC","Cleopatra"
